source,section,family,record_kind,scenario,k,method,objective_kind,status,fingerprint,start_policy,operating_mode,horizon,warmup,validation,time_limit,variables,rows,movement_variables,passenger_variables,build_seconds,network_seconds,prepare_seconds,solve_seconds,served,unserved,relative_gap,termination,timestamp,git_commit,root_lp_certified,ub,ub_field,lb,lb_field,time,time_field,waiting,maximum_wait_seconds,diagnostic_headway_feasible,diagnostic_headway_violation_count,exported_trajectory_count,objective_semantics,curve_basis,curve_samples,curve_units,first_ub,first_ub_time,first_lb,last_ub_improvement_time,last_lb_improvement_time,curve_end,curve_best_ub,curve_best_lb,ub_improvements,ub_at_30s,lb_at_30s,ub_at_60s,lb_at_60s,ub_at_120s,lb_at_120s,ub_at_300s,lb_at_300s,solver_policy_time_limit_seconds,solver_policy_threads,ub_at_600s,lb_at_600s,ub_at_1800s,lb_at_1800s,ub_at_3600s,lb_at_3600s,model_stats_variables,model_stats_constraints,primary_lower_bound,primary_upper_bound,secondary_lower_bound,secondary_upper_bound
benchmarks/output/fixed_movement_passenger_20260715/20260715T165544Z__five_station_v0__journey_time__all.json,root.cases.3,fixed_movement_passenger_20260715,diagnostic_case,five_station_v0,31,half_cabins_skip_wait,journey_time,optimal,,,,,,,300.0,3550,681,0,,0.29978466709144413,,,0.008176088333129883,,,,,2026-07-15T16:55:44+00:00,08ac095ce19110dbf02e881f53da7f9fd83efd9d,,1947463.2965722799,objective_value_seconds,1947463.2965722799,best_bound,0.008176088333129883,runtime_seconds,,,,,,reported_objective_verify_domain,solver_runtime,1,reported_objective_units,1947463.2965722799,0.008176088333129883,1947463.2965722799,,,0.008176088333129883,1947463.2965722799,1947463.2965722799,0,,,,,,,,,300.0,,,,,,,,,,,,,
benchmarks/output/horizon_time_bounds_20260714/artifacts/20260714T205008Z__three_station_v0__ean_passenger_journey_time__exact_optimality__all/three_station_v0/ean_passenger_service_journey_time.json,root,horizon_time_bounds_20260714,artifact_snapshot,three_station_v0,,,,time_limit,,,,1200.0,,,300.0,82398,233193,,,,,,300.133260011673,2428,1052,0.0651525878950434,,,,,2704689.090907703,objective_value_seconds,2528471.597183574,best_bound,300.133260011673,runtime_seconds,,,,,15,reported_objective_verify_domain,solver_runtime,81,reported_objective_units,3435543.6363636353,0.06513094902038574,-1.3926637620897964e-12,135.90934896469116,164.42725706100464,300.133260011673,2704689.0909083514,2528471.597183574,47,3028653.090909046,2463202.3554474544,2707414.4545454467,2504828.7617294486,2704713.454545449,2526950.5066153193,2704689.0909083514,2528471.597183574,,,,,,,,,,,,,,
benchmarks/output/horizon_time_bounds_20260714/artifacts/20260714T205533Z__three_station_v0__ean_passenger_journey_time__exact_optimality__candidate_horizon_pruning+single_ring_dominated_ride_pruning+slot_time_relaxation_strengthening+time_bounds_derived_visit_bounds/three_station_v0/ean_passenger_service_journey_time.json,root,horizon_time_bounds_20260714,artifact_snapshot,three_station_v0,,,,time_limit,,,,1200.0,,,300.0,82398,233193,,,,,,300.0720520019531,2400,1080,0.07655015327439561,,,,,2706488.727272694,objective_value_seconds,2499306.6003645454,best_bound,300.0720520019531,runtime_seconds,,,,,15,reported_objective_verify_domain,solver_runtime,70,reported_objective_units,3435543.6363636353,0.06102395057678223,-8.731149137020111e-11,235.87686896324158,179.58412289619446,300.0720520019531,2706488.7272726954,2499306.6003645454,47,3380035.272726355,1012026.9504236862,3047435.999999862,2469683.8547898442,2776782.2727271803,2487339.4876227397,2706488.7272726954,2499306.6003645454,,,,,,,,,,,,,,
benchmarks/output/horizon_time_bounds_20260714/artifacts/20260714T210049Z__three_station_v0__ean_passenger_journey_time__exact_optimality__candidate_horizon_pruning+single_ring_dominated_ride_pruning+slot_time_relaxation_strengthening+horizon_conservative_free_suffix/three_station_v0/ean_passenger_service_journey_time.json,root,horizon_time_bounds_20260714,artifact_snapshot,three_station_v0,,,,time_limit,,,,1200.0,,,300.0,82398,233193,,,,,,300.1240780353546,2424,1056,0.06528127945791137,,,,,2704791.545454532,objective_value_seconds,2528219.2927003186,best_bound,300.1240780353546,runtime_seconds,,,,,15,reported_objective_verify_domain,solver_runtime,78,reported_objective_units,3435543.6363636353,0.06292104721069336,-1.3926637620897964e-12,115.60326790809631,139.50957202911377,300.1240780353546,2704791.545454566,2528219.2927003186,41,2839055.2727272543,2484719.0143267727,2707359.454545439,2502395.0303104715,2704791.545454566,2526561.824077333,2704791.545454566,2528219.2927003186,,,,,,,,,,,,,,
benchmarks/output/horizon_time_bounds_20260714/artifacts/20260714T210606Z__three_station_v0__ean_passenger_journey_time__exact_optimality__candidate_horizon_pruning+single_ring_dominated_ride_pruning+slot_time_relaxation_strengthening+horizon_conservative_free_suffix+time_bounds_derived_visit_bounds/three_station_v0/ean_passenger_service_journey_time.json,root,horizon_time_bounds_20260714,artifact_snapshot,three_station_v0,,,,time_limit,,,,1200.0,,,300.0,82398,233193,,,,,,301.2776210308075,2429,1051,0.07575951678901315,,,,,2705660.5454545226,objective_value_seconds,2500681.00993579,best_bound,301.2776210308075,runtime_seconds,,,,,15,reported_objective_verify_domain,solver_runtime,87,reported_objective_units,3435543.6363636353,0.06513190269470215,-8.731149137020111e-11,257.0602478981018,221.22934699058533,301.2776210308075,2705660.5454545235,2500681.00993579,64,3395605.6363626667,1012201.3324916955,2736202.9999995856,2338303.982037786,2706181.8181812167,2492454.902735408,2705660.5454545235,2500681.00993579,,,,,,,,,,,,,,
benchmarks/output/horizon_time_bounds_20260714/artifacts/20260714T211124Z__three_station_v0__ean_passenger_journey_time__exact_optimality__candidate_horizon_pruning+single_ring_dominated_ride_pruning+slot_time_relaxation_strengthening+horizon_exact_time_activation/three_station_v0/ean_passenger_service_journey_time.json,root,horizon_time_bounds_20260714,artifact_snapshot,three_station_v0,,,,time_limit,,,,1200.0,,,300.0,83908,237723,,,,,,300.08542585372925,1353,2127,0.5979916946690754,,,,,3435263.999999998,objective_value_seconds,1381004.6590043325,best_bound,300.08542585372925,runtime_seconds,,,,,15,reported_objective_verify_domain,solver_runtime,28,reported_objective_units,3435543.6363636353,0.10784292221069336,-2.842170943040401e-14,184.02803683280945,300.08542585372925,300.08542585372925,3435263.999999998,1381004.6590043325,1,3435543.6363636353,992203.8305681705,3435543.6363636353,992203.8305681705,3435543.6363636353,992203.8305681705,3435263.999999998,1380970.0659507932,,,,,,,,,,,,,,
benchmarks/output/horizon_time_bounds_20260714/artifacts/20260714T211647Z__three_station_v0__ean_passenger_journey_time__exact_optimality__candidate_horizon_pruning+single_ring_dominated_ride_pruning+slot_time_relaxation_strengthening+horizon_exact_time_activation+time_bounds_derived_visit_bounds/three_station_v0/ean_passenger_service_journey_time.json,root,horizon_time_bounds_20260714,artifact_snapshot,three_station_v0,,,,time_limit,,,,1200.0,,,300.0,83908,237723,,,,,,300.2114589214325,2432,1048,0.07906470802259996,,,,,2705428.7312726015,objective_value_seconds,2491524.79855858,best_bound,300.2114589214325,runtime_seconds,,,,,15,reported_objective_verify_domain,solver_runtime,54,reported_objective_units,3435543.6363636353,0.10639309883117676,-1.720036379992962e-08,211.80553603172302,166.33809804916382,300.2114589214325,2705428.7312725866,2491524.79855858,22,3434745.909089982,1012031.4625592069,3434745.909089982,2280541.59704404,2711440.45454364,2483304.3122555236,2705428.7312725866,2491524.79855858,,,,,,,,,,,,,,
benchmarks/output/horizon_time_bounds_20260714/results/20260714T205008Z__three_station_v0__ean_passenger_journey_time__exact_optimality__all.json,root,horizon_time_bounds_20260714,result_document,three_station_v0,,half_cabins_skip_wait,journey_time,,,,,,,,,82398,233193,,,,,,300.133260011673,2428,1052,0.0651525878950434,,2026-07-14T20:55:11+00:00,8c4b248cb36ce8c2f81306776a31a9c4648cc176,,2704689.090907703,objective_value_seconds,2528471.597183574,best_bound,300.133260011673,runtime_seconds,,,,,,reported_objective_verify_domain,solver_runtime,81,reported_objective_units,3435543.6363636353,0.06513094902038574,-1.3926637620897964e-12,135.90934896469116,164.42725706100464,300.133260011673,2704689.0909083514,2528471.597183574,47,3028653.090909046,2463202.3554474544,2707414.4545454467,2504828.7617294486,2704713.454545449,2526950.5066153193,2704689.0909083514,2528471.597183574,300.0,,,,,,,,,,,,,
benchmarks/output/horizon_time_bounds_20260714/results/20260714T205533Z__three_station_v0__ean_passenger_journey_time__exact_optimality__candidate_horizon_pruning+single_ring_dominated_ride_pruning+slot_time_relaxation_strengthening+time_bounds_derived_visit_bounds.json,root,horizon_time_bounds_20260714,result_document,three_station_v0,,half_cabins_skip_wait,journey_time,,,,,,,,,82398,233193,,,,,,300.0720520019531,2400,1080,0.07655015327439561,,2026-07-14T21:00:36+00:00,8c4b248cb36ce8c2f81306776a31a9c4648cc176,,2706488.727272694,objective_value_seconds,2499306.6003645454,best_bound,300.0720520019531,runtime_seconds,,,,,,reported_objective_verify_domain,solver_runtime,70,reported_objective_units,3435543.6363636353,0.06102395057678223,-8.731149137020111e-11,235.87686896324158,179.58412289619446,300.0720520019531,2706488.7272726954,2499306.6003645454,47,3380035.272726355,1012026.9504236862,3047435.999999862,2469683.8547898442,2776782.2727271803,2487339.4876227397,2706488.7272726954,2499306.6003645454,300.0,,,,,,,,,,,,,
benchmarks/output/horizon_time_bounds_20260714/results/20260714T210049Z__three_station_v0__ean_passenger_journey_time__exact_optimality__candidate_horizon_pruning+single_ring_dominated_ride_pruning+slot_time_relaxation_strengthening+horizon_conservative_free_suffix.json,root,horizon_time_bounds_20260714,result_document,three_station_v0,,half_cabins_skip_wait,journey_time,,,,,,,,,82398,233193,,,,,,300.1240780353546,2424,1056,0.06528127945791137,,2026-07-14T21:05:52+00:00,8c4b248cb36ce8c2f81306776a31a9c4648cc176,,2704791.545454532,objective_value_seconds,2528219.2927003186,best_bound,300.1240780353546,runtime_seconds,,,,,,reported_objective_verify_domain,solver_runtime,78,reported_objective_units,3435543.6363636353,0.06292104721069336,-1.3926637620897964e-12,115.60326790809631,139.50957202911377,300.1240780353546,2704791.545454566,2528219.2927003186,41,2839055.2727272543,2484719.0143267727,2707359.454545439,2502395.0303104715,2704791.545454566,2526561.824077333,2704791.545454566,2528219.2927003186,300.0,,,,,,,,,,,,,
benchmarks/output/horizon_time_bounds_20260714/results/20260714T210606Z__three_station_v0__ean_passenger_journey_time__exact_optimality__candidate_horizon_pruning+single_ring_dominated_ride_pruning+slot_time_relaxation_strengthening+horizon_conservative_free_suffix+time_bounds_derived_visit_bounds.json,root,horizon_time_bounds_20260714,result_document,three_station_v0,,half_cabins_skip_wait,journey_time,,,,,,,,,82398,233193,,,,,,301.2776210308075,2429,1051,0.07575951678901315,,2026-07-14T21:11:10+00:00,8c4b248cb36ce8c2f81306776a31a9c4648cc176,,2705660.5454545226,objective_value_seconds,2500681.00993579,best_bound,301.2776210308075,runtime_seconds,,,,,,reported_objective_verify_domain,solver_runtime,87,reported_objective_units,3435543.6363636353,0.06513190269470215,-8.731149137020111e-11,257.0602478981018,221.22934699058533,301.2776210308075,2705660.5454545235,2500681.00993579,64,3395605.6363626667,1012201.3324916955,2736202.9999995856,2338303.982037786,2706181.8181812167,2492454.902735408,2705660.5454545235,2500681.00993579,300.0,,,,,,,,,,,,,
benchmarks/output/horizon_time_bounds_20260714/results/20260714T211124Z__three_station_v0__ean_passenger_journey_time__exact_optimality__candidate_horizon_pruning+single_ring_dominated_ride_pruning+slot_time_relaxation_strengthening+horizon_exact_time_activation.json,root,horizon_time_bounds_20260714,result_document,three_station_v0,,half_cabins_skip_wait,journey_time,,,,,,,,,83908,237723,,,,,,300.08542585372925,1353,2127,0.5979916946690754,,2026-07-14T21:16:31+00:00,8c4b248cb36ce8c2f81306776a31a9c4648cc176,,3435263.999999998,objective_value_seconds,1381004.6590043325,best_bound,300.08542585372925,runtime_seconds,,,,,,reported_objective_verify_domain,solver_runtime,28,reported_objective_units,3435543.6363636353,0.10784292221069336,-2.842170943040401e-14,184.02803683280945,300.08542585372925,300.08542585372925,3435263.999999998,1381004.6590043325,1,3435543.6363636353,992203.8305681705,3435543.6363636353,992203.8305681705,3435543.6363636353,992203.8305681705,3435263.999999998,1380970.0659507932,300.0,,,,,,,,,,,,,
benchmarks/output/horizon_time_bounds_20260714/results/20260714T211647Z__three_station_v0__ean_passenger_journey_time__exact_optimality__candidate_horizon_pruning+single_ring_dominated_ride_pruning+slot_time_relaxation_strengthening+horizon_exact_time_activation+time_bounds_derived_visit_bounds.json,root,horizon_time_bounds_20260714,result_document,three_station_v0,,half_cabins_skip_wait,journey_time,,,,,,,,,83908,237723,,,,,,300.2114589214325,2432,1048,0.07906470802259996,,2026-07-14T21:21:54+00:00,8c4b248cb36ce8c2f81306776a31a9c4648cc176,,2705428.7312726015,objective_value_seconds,2491524.79855858,best_bound,300.2114589214325,runtime_seconds,,,,,,reported_objective_verify_domain,solver_runtime,54,reported_objective_units,3435543.6363636353,0.10639309883117676,-1.720036379992962e-08,211.80553603172302,166.33809804916382,300.2114589214325,2705428.7312725866,2491524.79855858,22,3434745.909089982,1012031.4625592069,3434745.909089982,2280541.59704404,2711440.45454364,2483304.3122555236,2705428.7312725866,2491524.79855858,300.0,,,,,,,,,,,,,
benchmarks/output/initial_placement_comparison_300s/summary.json,root.runs.0,initial_placement_comparison_300s,diagnostic_case,three_station_optimized_initial_placement_v0,,,journey_time,time_limit,,,,1200.0,,,300.0,19544,41950,4498,,1.6661540418863297,,,300.11108803749084,640,2840,0.008048404627519476,,2026-07-20T15:15:59+00:00,,,3823949.090909054,objective_value_seconds,3793172.4013503827,best_bound,300.11108803749084,runtime_seconds,,,,,,lexicographic_unserved_then_served_time_then_fleet,,0,multiobjective_phase_not_identified,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
benchmarks/output/initial_placement_comparison_300s/summary.json,root.runs.2,initial_placement_comparison_300s,diagnostic_case,five_station_optimized_initial_placement_no_skip_no_wait_v0,,,journey_time,infeasible,,,,1200.0,,,300.0,33805,72476,7641,,0.9007165830116719,,,0.015124797821044922,0,0,,,2026-07-20T15:15:59+00:00,,,,,,,0.015124797821044922,runtime_seconds,,,,,,lexicographic_unserved_then_served_time_then_fleet,,0,multiobjective_phase_not_identified,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
benchmarks/output/initial_placement_comparison_300s/summary.json,root.runs.3,initial_placement_comparison_300s,diagnostic_case,five_station_optimized_initial_placement_no_skip_no_wait_v0,,,journey_time,time_limit,,,,1200.0,,,300.0,51852,113319,11768,,1.5320915419142693,,,300.0973229408264,1024,1536,,,2026-07-20T15:15:59+00:00,,,646662.1040090459,objective_value_seconds,,,300.0973229408264,runtime_seconds,,,,,,lexicographic_unserved_then_served_time_then_fleet,,0,multiobjective_phase_not_identified,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
benchmarks/output/initial_placement_comparison_300s/summary.json,root.runs.4,initial_placement_comparison_300s,diagnostic_case,five_station_optimized_initial_placement_skip_no_wait_v0,,,journey_time,time_limit,,,,1200.0,,,300.0,80667,173142,17479,,2.875833457801491,,,300.09929490089417,520,2040,0.13226112877878007,,2026-07-20T15:15:59+00:00,,,2638520.0,objective_value_seconds,2289546.3664946132,best_bound,300.09929490089417,runtime_seconds,,,,,,lexicographic_unserved_then_served_time_then_fleet,,0,multiobjective_phase_not_identified,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
benchmarks/output/initial_placement_comparison_300s/summary.json,root.runs.5,initial_placement_comparison_300s,diagnostic_case,five_station_optimized_initial_placement_skip_no_wait_v0,,,journey_time,time_limit,,,,1200.0,,,300.0,109988,239143,23952,,3.8177582500502467,,,300.1644558906555,105,2455,,,2026-07-20T15:15:59+00:00,,,64201.18181822458,objective_value_seconds,,,300.1644558906555,runtime_seconds,,,,,,lexicographic_unserved_then_served_time_then_fleet,,0,multiobjective_phase_not_identified,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
benchmarks/output/initial_placement_comparison_300s/summary_corrected.json,root.runs.0,initial_placement_comparison_300s,diagnostic_case,three_station_optimized_initial_placement_v0,,,journey_time,time_limit,,,,,,,300.0,21736,46666,4930,,0.5839394161012024,,,300.24285793304443,704,2776,0.010103254184608843,,2026-07-20T16:02:00+00:00,,,3763231.9999998873,objective_value_seconds,3725211.1105482345,best_bound,300.24285793304443,runtime_seconds,,,,,,lexicographic_unserved_then_served_time_then_fleet,,0,multiobjective_phase_not_identified,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
benchmarks/output/initial_placement_comparison_300s/summary_corrected.json,root.runs.1,initial_placement_comparison_300s,diagnostic_case,three_station_optimized_initial_placement_v0,,,journey_time,time_limit,,,,,,,300.0,26570,58965,6084,,0.7578697078861296,,,300.299357175827,704,2776,,,2026-07-20T16:02:00+00:00,,,436911.9999999763,objective_value_seconds,,,300.299357175827,runtime_seconds,,,,,,lexicographic_unserved_then_served_time_then_fleet,,0,multiobjective_phase_not_identified,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
benchmarks/output/initial_placement_comparison_300s/summary_corrected.json,root.runs.2,initial_placement_comparison_300s,diagnostic_case,five_station_optimized_initial_placement_no_skip_no_wait_v0,,,journey_time,optimal,,,,,,,300.0,35672,76486,8036,,0.9727784579154104,,,0.4239671230316162,968,1592,7.719697679520284e-16,,2026-07-20T16:02:00+00:00,,,2412847.2727272725,objective_value_seconds,2412847.2727272706,best_bound,0.4239671230316162,runtime_seconds,,,,,,lexicographic_unserved_then_served_time_then_fleet,,0,multiobjective_phase_not_identified,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
benchmarks/output/initial_placement_comparison_300s/summary_corrected.json,root.runs.3,initial_placement_comparison_300s,diagnostic_case,five_station_optimized_initial_placement_no_skip_no_wait_v0,,,journey_time,time_limit,,,,,,,300.0,51852,115823,11768,,2.0443447078578174,,,300.2215168476105,1024,1536,,,2026-07-20T16:02:00+00:00,,,545862.5480744267,objective_value_seconds,,,300.2215168476105,runtime_seconds,,,,,,lexicographic_unserved_then_served_time_then_fleet,,0,multiobjective_phase_not_identified,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
benchmarks/output/initial_placement_comparison_300s/summary_corrected.json,root.runs.4,initial_placement_comparison_300s,diagnostic_case,five_station_optimized_initial_placement_skip_no_wait_v0,,,journey_time,time_limit,,,,,,,300.0,85243,182972,18439,,2.806291582994163,,,300.0965530872345,595,1965,0.1271531724044646,,2026-07-20T16:02:00+00:00,,,2576117.0000000005,objective_value_seconds,2248555.550964928,best_bound,300.0965530872345,runtime_seconds,,,,,,lexicographic_unserved_then_served_time_then_fleet,,0,multiobjective_phase_not_identified,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
benchmarks/output/initial_placement_comparison_300s/summary_corrected.json,root.runs.5,initial_placement_comparison_300s,diagnostic_case,five_station_optimized_initial_placement_skip_no_wait_v0,,,journey_time,time_limit,,,,,,,300.0,109988,244519,23952,,3.9838966669049114,,,300.13913798332214,0,2560,,,2026-07-20T16:02:00+00:00,,,0.0,objective_value_seconds,,,300.13913798332214,runtime_seconds,,,,,,lexicographic_unserved_then_served_time_then_fleet,,0,multiobjective_phase_not_identified,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
benchmarks/output/mip_start_comparison_20260715/artifacts/20260715T144729Z__five_station_v0__ean_passenger_journey_time__exact_optimality__greedy_all_stop__all/five_station_v0/ean_passenger_service_journey_time.json,root,mip_start_comparison_20260715,artifact_snapshot,five_station_v0,,,,time_limit,,,,1200.0,,,300.0,252844,601181,,,5.746607583016157,,,300.1681230068207,1480,1720,0.49158550268400814,,,,,3155354.253353203,objective_value_seconds,1604227.8465724457,best_bound,300.1681230068207,runtime_seconds,,,,,31,reported_objective_verify_domain,solver_runtime,5,reported_objective_units,3155354.2533532046,0.21575093269348145,-6.252776074688882e-13,,279.01581478118896,300.1681230068207,3155354.2533532046,1604227.8465724457,0,3155354.2533532046,,3155354.2533532046,-6.252776074688882e-13,3155354.2533532046,-6.252776074688882e-13,3155354.2533532046,1604227.8465724457,,,,,,,,,,,,,,
benchmarks/output/mip_start_comparison_20260715/artifacts/20260715T145243Z__five_station_v0__ean_passenger_journey_time__exact_optimality__optimized_all_stop__all/five_station_v0/ean_passenger_service_journey_time.json,root,mip_start_comparison_20260715,artifact_snapshot,five_station_v0,,,,time_limit,,,,1200.0,,,300.0,252844,601181,,,12.846530833048746,,,300.185928106308,2544,656,0.1762474551402122,,,,,1947463.296572278,objective_value_seconds,1604227.8465724457,best_bound,300.185928106308,runtime_seconds,,,,,31,reported_objective_verify_domain,solver_runtime,5,reported_objective_units,1947463.2965722783,0.18970894813537598,-6.252776074688882e-13,,278.28078508377075,300.185928106308,1947463.2965722783,1604227.8465724457,0,1947463.2965722783,,1947463.2965722783,-6.252776074688882e-13,1947463.2965722783,-6.252776074688882e-13,1947463.2965722783,1604227.8465724457,,,,,,,,,,,,,,
benchmarks/output/mip_start_comparison_20260715/results/20260715T144729Z__five_station_v0__ean_passenger_journey_time__exact_optimality__greedy_all_stop__all.json,root,mip_start_comparison_20260715,result_document,five_station_v0,,half_cabins_skip_wait,journey_time,,,,,,,,,252844,601181,,,5.746607583016157,,,300.1681230068207,1480,1720,0.49158550268400814,,2026-07-15T14:52:37+00:00,f4f7bb743492d99cb42bd581e142c6d9e545c7c7,,3155354.253353203,objective_value_seconds,1604227.8465724457,best_bound,300.1681230068207,runtime_seconds,,,,,,reported_objective_verify_domain,solver_runtime,5,reported_objective_units,3155354.2533532046,0.21575093269348145,-6.252776074688882e-13,,279.01581478118896,300.1681230068207,3155354.2533532046,1604227.8465724457,0,3155354.2533532046,,3155354.2533532046,-6.252776074688882e-13,3155354.2533532046,-6.252776074688882e-13,3155354.2533532046,1604227.8465724457,300.0,,,,,,,,,,,,,
benchmarks/output/mip_start_comparison_20260715/results/20260715T145243Z__five_station_v0__ean_passenger_journey_time__exact_optimality__optimized_all_stop__all.json,root,mip_start_comparison_20260715,result_document,five_station_v0,,half_cabins_skip_wait,journey_time,,,,,,,,,252844,601181,,,12.846530833048746,,,300.185928106308,2544,656,0.1762474551402122,,2026-07-15T14:57:58+00:00,f4f7bb743492d99cb42bd581e142c6d9e545c7c7,,1947463.296572278,objective_value_seconds,1604227.8465724457,best_bound,300.185928106308,runtime_seconds,,,,,,reported_objective_verify_domain,solver_runtime,5,reported_objective_units,1947463.2965722783,0.18970894813537598,-6.252776074688882e-13,,278.28078508377075,300.185928106308,1947463.2965722783,1604227.8465724457,0,1947463.2965722783,,1947463.2965722783,-6.252776074688882e-13,1947463.2965722783,-6.252776074688882e-13,1947463.2965722783,1604227.8465724457,300.0,,,,,,,,,,,,,
benchmarks/output/mip_start_smoke/artifacts/20260715T144652Z__five_station_v0__ean_passenger_journey_time__exact_optimality__optimized_all_stop__all/five_station_v0/ean_passenger_service_journey_time.json,root,mip_start_smoke,artifact_snapshot,five_station_v0,,,,time_limit,,,,1200.0,,,10.0,252844,601181,,,12.744000083068386,,,10.10293197631836,2544,656,,,,,,1947463.296572278,objective_value_seconds,,,10.10293197631836,runtime_seconds,,,,,31,reported_objective_verify_domain,solver_runtime,2,reported_objective_units,1947463.2965722783,0.21264410018920898,,,,10.10293197631836,1947463.2965722783,,0,,,,,,,,,,,,,,,,,,,,,,
benchmarks/output/mip_start_smoke/results/20260715T144652Z__five_station_v0__ean_passenger_journey_time__exact_optimality__optimized_all_stop__all.json,root,mip_start_smoke,result_document,five_station_v0,,half_cabins_skip_wait,journey_time,,,,,,,,,252844,601181,,,12.744000083068386,,,10.10293197631836,2544,656,,,2026-07-15T14:47:16+00:00,f4f7bb743492d99cb42bd581e142c6d9e545c7c7,,1947463.296572278,objective_value_seconds,,,10.10293197631836,runtime_seconds,,,,,,reported_objective_verify_domain,solver_runtime,2,reported_objective_units,1947463.2965722783,0.21264410018920898,,,,10.10293197631836,1947463.2965722783,,0,,,,,,,,,10.0,,,,,,,,,,,,,
benchmarks/output/oip_mip_start_comparison_20260720/artifacts/20260720T165054Z__three_station_optimized_initial_placement_v0__ean_passenger_journey_time__exact_optimality__none__slot_time_relaxation_strengthening/three_station_optimized_initial_placement_v0/ean_passenger_service_journey_time.json,root,oip_mip_start_comparison_20260720,artifact_snapshot,three_station_optimized_initial_placement_v0,,,,time_limit,,,,1200.0,,,300.0,26570,79445,,,0.9709733331110328,,,300.3322539329529,704,2776,,,,,,433269.8221817357,objective_value_seconds,,,300.3322539329529,runtime_seconds,,,,,4,lexicographic_unserved_then_served_time_then_fleet,solver_runtime,67,multiobjective_phase_not_identified,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
benchmarks/output/oip_mip_start_comparison_20260720/artifacts/20260720T165600Z__three_station_optimized_initial_placement_v0__ean_passenger_journey_time__exact_optimality__greedy_all_stop__slot_time_relaxation_strengthening/three_station_optimized_initial_placement_v0/ean_passenger_service_journey_time.json,root,oip_mip_start_comparison_20260720,artifact_snapshot,three_station_optimized_initial_placement_v0,,,,time_limit,,,,1200.0,,,300.0,26570,79445,,,1.0379690409172326,,,300.2436480522156,704,2776,,,,,,438909.8249800311,objective_value_seconds,,,300.2436480522156,runtime_seconds,,,,,4,lexicographic_unserved_then_served_time_then_fleet,solver_runtime,37,multiobjective_phase_not_identified,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
benchmarks/output/oip_mip_start_comparison_20260720/artifacts/20260720T170106Z__three_station_optimized_initial_placement_v0__ean_passenger_journey_time__exact_optimality__optimized_all_stop__slot_time_relaxation_strengthening/three_station_optimized_initial_placement_v0/ean_passenger_service_journey_time.json,root,oip_mip_start_comparison_20260720,artifact_snapshot,three_station_optimized_initial_placement_v0,,,,time_limit,,,,1200.0,,,300.0,26570,79445,,,1.014494583941996,,,300.81563091278076,704,2776,,,,,,432032.00000000006,objective_value_seconds,,,300.81563091278076,runtime_seconds,,,,,4,lexicographic_unserved_then_served_time_then_fleet,solver_runtime,33,multiobjective_phase_not_identified,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
benchmarks/output/oip_mip_start_comparison_20260720/artifacts/20260720T170644Z__five_station_optimized_initial_placement_no_skip_no_wait_v0__ean_passenger_journey_time__exact_optimality__none__slot_time_relaxation_strengthening/five_station_optimized_initial_placement_no_skip_no_wait_v0/ean_passenger_service_journey_time.json,root,oip_mip_start_comparison_20260720,artifact_snapshot,five_station_optimized_initial_placement_no_skip_no_wait_v0,,,,time_limit,,,,1200.0,,,300.0,51852,155887,,,1.74819429195486,,,303.9988570213318,1024,1536,,,,,,561137.9090908851,objective_value_seconds,,,303.9988570213318,runtime_seconds,,,,,8,lexicographic_unserved_then_served_time_then_fleet,solver_runtime,82,multiobjective_phase_not_identified,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
benchmarks/output/oip_mip_start_comparison_20260720/artifacts/20260720T171158Z__five_station_optimized_initial_placement_no_skip_no_wait_v0__ean_passenger_journey_time__exact_optimality__greedy_all_stop__slot_time_relaxation_strengthening/five_station_optimized_initial_placement_no_skip_no_wait_v0/ean_passenger_service_journey_time.json,root,oip_mip_start_comparison_20260720,artifact_snapshot,five_station_optimized_initial_placement_no_skip_no_wait_v0,,,,time_limit,,,,1200.0,,,300.0,51852,155887,,,2.171316084219143,,,300.1633269786835,1024,1536,,,,,,623205.4545454527,objective_value_seconds,,,300.1633269786835,runtime_seconds,,,,,8,lexicographic_unserved_then_served_time_then_fleet,solver_runtime,54,multiobjective_phase_not_identified,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
