source,section,family,record_kind,scenario,k,method,objective_kind,status,fingerprint,start_policy,operating_mode,horizon,warmup,validation,time_limit,variables,rows,movement_variables,passenger_variables,build_seconds,network_seconds,prepare_seconds,solve_seconds,served,unserved,relative_gap,termination,timestamp,git_commit,root_lp_certified,ub,ub_field,lb,lb_field,time,time_field,waiting,maximum_wait_seconds,diagnostic_headway_feasible,diagnostic_headway_violation_count,exported_trajectory_count,objective_semantics,curve_basis,curve_samples,curve_units,first_ub,first_ub_time,first_lb,last_ub_improvement_time,last_lb_improvement_time,curve_end,curve_best_ub,curve_best_lb,ub_improvements,ub_at_30s,lb_at_30s,ub_at_60s,lb_at_60s,ub_at_120s,lb_at_120s,ub_at_300s,lb_at_300s,solver_policy_time_limit_seconds,solver_policy_threads,ub_at_600s,lb_at_600s,ub_at_1800s,lb_at_1800s,ub_at_3600s,lb_at_3600s,model_stats_variables,model_stats_constraints,primary_lower_bound,primary_upper_bound,secondary_lower_bound,secondary_upper_bound
benchmarks/output/ddd_fixed_k_arc_flow_campaigns/five_station_b_fixed_k_k17_22_screening/policies/all_stop/k22/result.json,root,ddd_fixed_k_arc_flow_campaigns,result_document,five_station_circle_cw_half_skip_no_wait_headway_b_v0,22,,journey_time,movement_infeasible,62689a95a191757b24858749baaa82b7e5a04301a21240d76f62ae80d458da74,,all_stop,,,not_run,,,12797,799,6412,0.16238429199438542,0.019315834040753543,0.03744433296378702,0.00337033299729228,,,,,,,,,,0.0,certified_lower_bound,0.35610816697590053,total_seconds,,,,,,reported_objective_verify_domain,,0,reported_objective_units,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
benchmarks/output/ddd_fixed_k_arc_flow_campaigns/five_station_b_fixed_k_k17_22_screening/policies/skip_stop/k17/result.json,root,ddd_fixed_k_arc_flow_campaigns,result_document,five_station_circle_cw_half_skip_no_wait_headway_b_v0,17,,journey_time,integer_optimal,bf2116bebd6c549fce344898dfcf0a5867b3165980b1cd4333e261d502b71509,,skip_stop,,,feasible,,,243336,18477,136393,9.328111874987371,0.8511641250224784,0.02789012505672872,157.70798225002363,,,0.0,,,,,596872.8031760002,validated_upper_bound,596872.8031760002,certified_lower_bound,168.3335652090609,total_seconds,,,,,,reported_objective_verify_domain,,0,reported_objective_units,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
benchmarks/output/ddd_fixed_k_arc_flow_campaigns/five_station_b_fixed_k_k17_22_screening/policies/skip_stop/k18/result.json,root,ddd_fixed_k_arc_flow_campaigns,result_document,five_station_circle_cw_half_skip_no_wait_headway_b_v0,18,,journey_time,integer_optimal,f5bbcb5e4dbc7b14f430b44549b2c7d073a096171a75e8aeacc99e6c16368c0a,,skip_stop,,,feasible,,,258323,19590,144448,8.443544999929145,0.8493181249359623,0.027046249946579337,77.19991687498987,,,0.0,,,,,568785.5736079997,validated_upper_bound,568785.5736079997,certified_lower_bound,86.98296733398456,total_seconds,,,,,,reported_objective_verify_domain,,0,reported_objective_units,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
benchmarks/output/ddd_fixed_k_arc_flow_campaigns/five_station_b_fixed_k_k17_22_screening/policies/skip_stop/k19/result.json,root,ddd_fixed_k_arc_flow_campaigns,result_document,five_station_circle_cw_half_skip_no_wait_headway_b_v0,19,,journey_time,integer_optimal,1e6cda907a0242f201b4fe8ba0e8529bf01be618fd348a08f8cffb1f9d39e868,,skip_stop,,,feasible,,,270839,20668,152527,8.769369791960344,0.8214140000054613,0.028179624932818115,166.66172316705342,,,0.0,,,,,543560.3759839999,validated_upper_bound,543560.3759839999,certified_lower_bound,176.7588773330208,total_seconds,,,,,,reported_objective_verify_domain,,0,reported_objective_units,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
benchmarks/output/ddd_fixed_k_arc_flow_campaigns/five_station_b_fixed_k_k17_22_screening/policies/skip_stop/k20/result.json,root,ddd_fixed_k_arc_flow_campaigns,result_document,five_station_circle_cw_half_skip_no_wait_headway_b_v0,20,,journey_time,integer_optimal,da00689042c7ca7fe091cfb722c41b6b2cd599a8ab292384543b571b0c9f4cf1,,skip_stop,,,feasible,,,282360,21665,159480,9.369534167111851,0.9077777080237865,0.02957983291707933,4.537778624915518,,,2.1721905109038152e-16,,,,,535935.1366400003,validated_upper_bound,535935.1366400002,certified_lower_bound,22.733755707973614,total_seconds,,,,,,reported_objective_verify_domain,,0,reported_objective_units,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
benchmarks/output/ddd_fixed_k_arc_flow_campaigns/five_station_b_fixed_k_k17_22_screening/policies/skip_stop/k21/result.json,root,ddd_fixed_k_arc_flow_campaigns,result_document,five_station_circle_cw_half_skip_no_wait_headway_b_v0,21,,journey_time,integer_optimal,7c89e24eaca47c1930cc985095b43eb6fc2d1ecf23325fb1238aaffc7c3e73c6,,skip_stop,,,feasible,,,299442,22858,168551,10.038376125041395,1.026292333030142,0.030779333086684346,44.63862579106353,,,0.0,,,,,521592.6977200003,validated_upper_bound,521592.6977200003,certified_lower_bound,63.015652999980375,total_seconds,,,,,,reported_objective_verify_domain,,0,reported_objective_units,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
benchmarks/output/ddd_fixed_k_arc_flow_campaigns/five_station_b_fixed_k_k17_22_screening/policies/skip_stop/k22/result.json,root,ddd_fixed_k_arc_flow_campaigns,result_document,five_station_circle_cw_half_skip_no_wait_headway_b_v0,22,,journey_time,integer_optimal,15e805d1ed7d2fbfda53191f368f39c620db127535fe47acb633d3e8edc9371e,,skip_stop,,,feasible,,,316247,23934,176602,10.277336250059307,1.457021165988408,0.033666291972622275,244.06658912508283,,,4.555141738523789e-16,,,,,511138.0875040003,validated_upper_bound,511138.08750400005,certified_lower_bound,265.0509735420346,total_seconds,,,,,,reported_objective_verify_domain,,0,reported_objective_units,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
benchmarks/output/ddd_fixed_k_arc_flow_pilot/five_station_b_arc_flow_skip_stop_k20_pilot/campaign.json,root,ddd_fixed_k_arc_flow_pilot,result_document,five_station_circle_cw_half_skip_no_wait_headway_b_v0,,fixed_k_complete_ddd_arc_flow,journey_time,complete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,reported_objective_verify_domain,,0,reported_objective_units,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
benchmarks/output/ddd_fixed_k_arc_flow_pilot/five_station_b_arc_flow_skip_stop_k20_pilot/result.json,root,ddd_fixed_k_arc_flow_pilot,result_document,five_station_circle_cw_half_skip_no_wait_headway_b_v0,20,,journey_time,integer_optimal,da00689042c7ca7fe091cfb722c41b6b2cd599a8ab292384543b571b0c9f4cf1,,skip_stop,,,feasible,,,282360,21665,159480,9.18689162505325,0.7604410420171916,0.027746208012104034,4.544379374943674,,,2.1721905109038152e-16,,,,,535935.1366400003,validated_upper_bound,535935.1366400002,certified_lower_bound,15.632724749972112,total_seconds,,,,,,reported_objective_verify_domain,,0,reported_objective_units,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
benchmarks/output/ddd_fixed_k_arc_flow_pilot/five_station_circle_cw_half_skip_no_wait_headway_b_v0_arc_flow_skip_stop_k20/result.json,root,ddd_fixed_k_arc_flow_pilot,result_document,five_station_circle_cw_half_skip_no_wait_headway_b_v0,20,,journey_time,integer_optimal,da00689042c7ca7fe091cfb722c41b6b2cd599a8ab292384543b571b0c9f4cf1,,skip_stop,,,,,,282360,21665,159480,8.871418167022057,0.7833609580993652,0.029886792064644396,4.419724667095579,,,2.1721905109038152e-16,,,,,535935.1366400003,validated_upper_bound,535935.1366400002,certified_lower_bound,14.150040374952368,total_seconds,,,,,,reported_objective_verify_domain,,0,reported_objective_units,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
benchmarks/output/ddd_fixed_k_arc_flow_smoke/arc_flow_smoke_preview/campaign.json,root,ddd_fixed_k_arc_flow_smoke,result_document,five_station_circle_cw_half_skip_no_wait_v0,,fixed_k_complete_ddd_arc_flow,journey_time,complete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,reported_objective_verify_domain,,0,reported_objective_units,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
benchmarks/output/ddd_fixed_k_arc_flow_smoke/arc_flow_smoke_preview/result.json,root,ddd_fixed_k_arc_flow_smoke,result_document,five_station_circle_cw_half_skip_no_wait_v0,1,,journey_time,integer_optimal,ccfb76d45cf59fbe57f0350b21224daae8797672cc79b3ba92664ab8030fe3f4,,all_stop,,,,,,577,36,288,0.2885232500266284,0.0006462919991463423,0.0038727910723537207,0.007299749995581806,,,0.0,,,,,1439868.872376,validated_upper_bound,1439868.872376,certified_lower_bound,0.29809366597328335,total_seconds,,,,,,reported_objective_verify_domain,,0,reported_objective_units,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
benchmarks/output/ddd_fixed_k_arc_flow_smoke/five_station_circle_cw_half_skip_no_wait_headway_b_v0_arc_flow_skip_stop_k20/result.json,root,ddd_fixed_k_arc_flow_smoke,result_document,five_station_circle_cw_half_skip_no_wait_headway_b_v0,20,,journey_time,integer_optimal,da00689042c7ca7fe091cfb722c41b6b2cd599a8ab292384543b571b0c9f4cf1,,skip_stop,,,feasible,,,282360,21665,159480,9.234727457980625,0.8041721660410985,0.03007112501654774,4.211169458110817,,,2.1721905109038152e-16,,,,,535935.1366400003,validated_upper_bound,535935.1366400002,certified_lower_bound,14.96221341600176,total_seconds,,,,,,reported_objective_verify_domain,,0,reported_objective_units,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
benchmarks/output/ddd_fixed_k_arc_flow_smoke/five_station_circle_cw_half_skip_no_wait_v0_arc_flow_all_stop_k1/result.json,root,ddd_fixed_k_arc_flow_smoke,result_document,five_station_circle_cw_half_skip_no_wait_v0,1,,journey_time,integer_optimal,ccfb76d45cf59fbe57f0350b21224daae8797672cc79b3ba92664ab8030fe3f4,,all_stop,,,feasible,,,577,36,288,0.011435082997195423,0.0005879169330000877,0.0034270830219611526,0.0007303750608116388,,,0.0,,,,,1439868.872376,validated_upper_bound,1439868.872376,certified_lower_bound,0.021932707983069122,total_seconds,,,,,,reported_objective_verify_domain,,0,reported_objective_units,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
benchmarks/output/ddd_fixed_k_arc_flow_smoke/five_station_circle_cw_half_skip_no_wait_v0_arc_flow_skip_stop_k1/result.json,root,ddd_fixed_k_arc_flow_smoke,result_document,five_station_circle_cw_half_skip_no_wait_v0,1,,journey_time,integer_optimal,84e63b60339a4aba1072ecb1bfe5d03f791513fb88ce27f18babfacd7275fb89,,skip_stop,,,,,,13863,1066,7801,0.445399499963969,0.03721879201475531,0.0033532080706208944,0.12928379199001938,,,0.0,,,,,1439868.872376,validated_upper_bound,1439868.872376,certified_lower_bound,0.6151698749745265,total_seconds,,,,,,reported_objective_verify_domain,,0,reported_objective_units,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
benchmarks/output/ddd_fixed_k_campaigns/five_station_b_fixed_k_k17_22_screening/campaign.json,root,ddd_fixed_k_campaigns,result_document,five_station_circle_cw_half_skip_no_wait_headway_b_v0,,certified_fixed_k_trajectory_root_cg,journey_time,complete,,canonical_rope,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,reported_objective_verify_domain,,0,reported_objective_units,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
benchmarks/output/ddd_fixed_k_campaigns/five_station_b_fixed_k_k17_22_screening/policies/all_stop/k17/five_station_circle_cw_half_skip_no_wait_headway_b_v0__journey_time.json,root,ddd_fixed_k_campaigns,result_document,five_station_circle_cw_half_skip_no_wait_headway_b_v0,17,exact_root_column_generation,journey_time,integer_optimal,fb69abda27c8af1f20a4115a5fc06164cc9a6966e9d4c03b13e507e0b7e53f8a,canonical_rope,all_stop,1200.0,,True,600.0,,,,,,,,,,,0.0,,2026-08-20T15:10:15.046251+00:00,,True,710240.2547839999,best_upper_bound,710240.2547839999,certified_lower_bound,1.1317901250440627,total_seconds,"{""domain"": ""no_wait"", ""earliest_wait_time_seconds"": 0.0, ""maximum_wait_seconds_by_station_id"": [], ""step_seconds"": null}",,,,,reported_objective_verify_domain,sum_iteration_seconds_excludes_unassigned_overhead,1,reported_objective_units,710240.2547839999,0.37531979102641344,710240.2547839999,,,0.37531979102641344,710240.2547839999,710240.2547839999,0,,,,,,,,,,,,,,,,,,,,,,
benchmarks/output/ddd_fixed_k_campaigns/five_station_b_fixed_k_k17_22_screening/policies/all_stop/k18/five_station_circle_cw_half_skip_no_wait_headway_b_v0__journey_time.json,root,ddd_fixed_k_campaigns,result_document,five_station_circle_cw_half_skip_no_wait_headway_b_v0,18,exact_root_column_generation,journey_time,integer_optimal,ecb88f794de09ed81a7911c2ebf9bba0a21730c0a694cd9f64bab3ee46e4fe22,canonical_rope,all_stop,1200.0,,True,600.0,,,,,,,,,,,3.4093328663214636e-16,,2026-08-20T15:10:16.018414+00:00,,True,682921.4183040002,best_upper_bound,682921.4183039999,certified_lower_bound,0.9598810840398073,total_seconds,"{""domain"": ""no_wait"", ""earliest_wait_time_seconds"": 0.0, ""maximum_wait_seconds_by_station_id"": [], ""step_seconds"": null}",,,,,reported_objective_verify_domain,sum_iteration_seconds_excludes_unassigned_overhead,1,reported_objective_units,682921.4183040002,0.4166244580410421,682921.4183039999,,,0.4166244580410421,682921.4183040002,682921.4183039999,0,,,,,,,,,,,,,,,,,,,,,,
benchmarks/output/ddd_fixed_k_campaigns/five_station_b_fixed_k_k17_22_screening/policies/all_stop/k19/five_station_circle_cw_half_skip_no_wait_headway_b_v0__journey_time.json,root,ddd_fixed_k_campaigns,result_document,five_station_circle_cw_half_skip_no_wait_headway_b_v0,19,exact_root_column_generation,journey_time,integer_optimal,6ac182e4defa172bbf9b2fe5f27d24ba032462688962a844d9ad75d9964323e8,canonical_rope,all_stop,1200.0,,True,600.0,,,,,,,,,,,1.7753953891545234e-16,,2026-08-20T15:10:17.120096+00:00,,True,655714.9046240003,best_upper_bound,655714.9046240002,certified_lower_bound,1.0576627920381725,total_seconds,"{""domain"": ""no_wait"", ""earliest_wait_time_seconds"": 0.0, ""maximum_wait_seconds_by_station_id"": [], ""step_seconds"": null}",,,,,reported_objective_verify_domain,sum_iteration_seconds_excludes_unassigned_overhead,1,reported_objective_units,655714.9046240003,0.506462375051342,655714.9046240002,,,0.506462375051342,655714.9046240003,655714.9046240002,0,,,,,,,,,,,,,,,,,,,,,,
benchmarks/output/ddd_fixed_k_campaigns/five_station_b_fixed_k_k17_22_screening/policies/all_stop/k20/five_station_circle_cw_half_skip_no_wait_headway_b_v0__journey_time.json,root,ddd_fixed_k_campaigns,result_document,five_station_circle_cw_half_skip_no_wait_headway_b_v0,20,exact_root_column_generation,journey_time,movement_infeasible,fc153708679f03362214e347d73d5b8fbb1261c5995b25c1a923849ae43ab1fe,canonical_rope,all_stop,1200.0,,True,600.0,,,,,,,,,,,,complete CP-SAT movement model is infeasible,2026-08-20T15:10:17.279154+00:00,,False,,,0.0,certified_lower_bound,0.13387066696304828,total_seconds,"{""domain"": ""no_wait"", ""earliest_wait_time_seconds"": 0.0, ""maximum_wait_seconds_by_station_id"": [], ""step_seconds"": null}",,,,,reported_objective_verify_domain,,0,reported_objective_units,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
benchmarks/output/ddd_fixed_k_campaigns/five_station_b_fixed_k_k17_22_screening/policies/all_stop/k21/five_station_circle_cw_half_skip_no_wait_headway_b_v0__journey_time.json,root,ddd_fixed_k_campaigns,result_document,five_station_circle_cw_half_skip_no_wait_headway_b_v0,21,exact_root_column_generation,journey_time,movement_infeasible,c1a66d5e710f50f48a3c836174aac1c8c6be8716cfd78f8722ee6960dd72eb4f,canonical_rope,all_stop,1200.0,,True,600.0,,,,,,,,,,,,complete CP-SAT movement model is infeasible,2026-08-20T15:10:17.434653+00:00,,False,,,0.0,certified_lower_bound,0.13003866700455546,total_seconds,"{""domain"": ""no_wait"", ""earliest_wait_time_seconds"": 0.0, ""maximum_wait_seconds_by_station_id"": [], ""step_seconds"": null}",,,,,reported_objective_verify_domain,,0,reported_objective_units,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
benchmarks/output/ddd_fixed_k_campaigns/five_station_b_fixed_k_k17_22_screening/policies/all_stop/k22/five_station_circle_cw_half_skip_no_wait_headway_b_v0__journey_time.json,root,ddd_fixed_k_campaigns,result_document,five_station_circle_cw_half_skip_no_wait_headway_b_v0,22,exact_root_column_generation,journey_time,movement_infeasible,62689a95a191757b24858749baaa82b7e5a04301a21240d76f62ae80d458da74,canonical_rope,all_stop,1200.0,,True,600.0,,,,,,,,,,,,complete CP-SAT movement model is infeasible,2026-08-20T15:10:17.595658+00:00,,False,,,0.0,certified_lower_bound,0.133781916112639,total_seconds,"{""domain"": ""no_wait"", ""earliest_wait_time_seconds"": 0.0, ""maximum_wait_seconds_by_station_id"": [], ""step_seconds"": null}",,,,,reported_objective_verify_domain,,0,reported_objective_units,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
benchmarks/output/ddd_fixed_k_campaigns/five_station_b_fixed_k_k17_22_screening/policies/skip_stop/k17/five_station_circle_cw_half_skip_no_wait_headway_b_v0__journey_time.json,root,ddd_fixed_k_campaigns,result_document,five_station_circle_cw_half_skip_no_wait_headway_b_v0,17,exact_root_column_generation,journey_time,root_lp_certified_with_integer_gap,bf2116bebd6c549fce344898dfcf0a5867b3165980b1cd4333e261d502b71509,canonical_rope,skip_stop,1200.0,,True,600.0,,,,,,,,,,,0.0009794925958157594,,2026-08-20T15:16:50.934361+00:00,,True,597458.0088720002,best_upper_bound,596872.8031759992,certified_lower_bound,393.3104344580788,total_seconds,"{""domain"": ""no_wait"", ""earliest_wait_time_seconds"": 0.0, ""maximum_wait_seconds_by_station_id"": [], ""step_seconds"": null}",,,,,reported_objective_verify_domain,sum_iteration_seconds_excludes_unassigned_overhead,27,reported_objective_units,710240.2547839999,8.26466441701632,102607.74527199985,385.336258913856,385.336258913856,385.336258913856,597458.0088720002,596872.8031759992,7,710240.2547839999,529427.1333200004,710240.2547839999,554208.5569227434,651098.7008,578985.711645258,600591.2566000001,591960.9448684136,,,,,,,,,,,,,,
benchmarks/output/ddd_fixed_k_campaigns/five_station_b_fixed_k_k17_22_screening/policies/skip_stop/k18/five_station_circle_cw_half_skip_no_wait_headway_b_v0__journey_time.json,root,ddd_fixed_k_campaigns,result_document,five_station_circle_cw_half_skip_no_wait_headway_b_v0,18,exact_root_column_generation,journey_time,root_lp_certified_with_integer_gap,f5bbcb5e4dbc7b14f430b44549b2c7d073a096171a75e8aeacc99e6c16368c0a,canonical_rope,skip_stop,1200.0,,True,600.0,,,,,,,,,,,0.00461961449498535,,2026-08-20T15:21:48.277642+00:00,,True,571425.3383840004,best_upper_bound,568785.5736079997,certified_lower_bound,297.17304429097567,total_seconds,"{""domain"": ""no_wait"", ""earliest_wait_time_seconds"": 0.0, ""maximum_wait_seconds_by_station_id"": [], ""step_seconds"": null}",,,,,reported_objective_verify_domain,sum_iteration_seconds_excludes_unassigned_overhead,23,reported_objective_units,682921.4183040002,8.913445583893918,45551.33254399989,271.281891542254,289.5668770832708,289.5668770832708,571425.3383840004,568785.5736079997,3,682921.4183040002,511168.1485529996,682921.4183040002,528137.5258969173,682921.4183040002,559966.4755205614,,,,,,,,,,,,,,,,
benchmarks/output/ddd_fixed_k_campaigns/five_station_b_fixed_k_k17_22_screening/policies/skip_stop/k19/five_station_circle_cw_half_skip_no_wait_headway_b_v0__journey_time.json,root,ddd_fixed_k_campaigns,result_document,five_station_circle_cw_half_skip_no_wait_headway_b_v0,19,exact_root_column_generation,journey_time,root_lp_certified_with_integer_gap,1e6cda907a0242f201b4fe8ba0e8529bf01be618fd348a08f8cffb1f9d39e868,canonical_rope,skip_stop,1200.0,,True,600.0,,,,,,,,,,,0.017675182612049308,,2026-08-20T15:27:33.733985+00:00,,True,553032.21916,best_upper_bound,543257.2736960001,certified_lower_bound,345.17668779194355,total_seconds,"{""domain"": ""no_wait"", ""earliest_wait_time_seconds"": 0.0, ""maximum_wait_seconds_by_station_id"": [], ""step_seconds"": null}",,,,,reported_objective_verify_domain,sum_iteration_seconds_excludes_unassigned_overhead,24,reported_objective_units,655714.9046240003,9.312734125065617,0.0,331.8147004999919,331.8147004999919,331.8147004999919,553032.21916,543257.2736960001,3,655714.9046240003,487169.87231999973,655714.9046240003,490799.55090177734,655714.9046240003,531970.5075163724,555726.6293759999,542205.0984400007,,,,,,,,,,,,,,
benchmarks/output/ddd_fixed_k_campaigns/five_station_b_fixed_k_k17_22_screening/policies/skip_stop/k20/five_station_circle_cw_half_skip_no_wait_headway_b_v0__journey_time.json,root,ddd_fixed_k_campaigns,result_document,five_station_circle_cw_half_skip_no_wait_headway_b_v0,20,exact_root_column_generation,journey_time,unknown_no_feasible_seed,da00689042c7ca7fe091cfb722c41b6b2cd599a8ab292384543b571b0c9f4cf1,canonical_rope,skip_stop,1200.0,,True,600.0,,,,,,,,,,,,CP-SAT seed search ended with unknown,2026-08-20T15:28:04.277393+00:00,,False,,,0.0,certified_lower_bound,30.13608062500134,total_seconds,"{""domain"": ""no_wait"", ""earliest_wait_time_seconds"": 0.0, ""maximum_wait_seconds_by_station_id"": [], ""step_seconds"": null}",,,,,reported_objective_verify_domain,,0,reported_objective_units,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
benchmarks/output/ddd_fixed_k_campaigns/five_station_b_fixed_k_k17_22_screening/policies/skip_stop/k21/five_station_circle_cw_half_skip_no_wait_headway_b_v0__journey_time.json,root,ddd_fixed_k_campaigns,result_document,five_station_circle_cw_half_skip_no_wait_headway_b_v0,21,exact_root_column_generation,journey_time,unknown_no_feasible_seed,7c89e24eaca47c1930cc985095b43eb6fc2d1ecf23325fb1238aaffc7c3e73c6,canonical_rope,skip_stop,1200.0,,True,600.0,,,,,,,,,,,,CP-SAT seed search ended with unknown,2026-08-20T15:28:34.819955+00:00,,False,,,0.0,certified_lower_bound,30.135466124978848,total_seconds,"{""domain"": ""no_wait"", ""earliest_wait_time_seconds"": 0.0, ""maximum_wait_seconds_by_station_id"": [], ""step_seconds"": null}",,,,,reported_objective_verify_domain,,0,reported_objective_units,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
benchmarks/output/ddd_fixed_k_campaigns/five_station_b_fixed_k_k17_22_screening/policies/skip_stop/k22/five_station_circle_cw_half_skip_no_wait_headway_b_v0__journey_time.json,root,ddd_fixed_k_campaigns,result_document,five_station_circle_cw_half_skip_no_wait_headway_b_v0,22,exact_root_column_generation,journey_time,unknown_no_feasible_seed,15e805d1ed7d2fbfda53191f368f39c620db127535fe47acb633d3e8edc9371e,canonical_rope,skip_stop,1200.0,,True,600.0,,,,,,,,,,,,CP-SAT seed search ended with unknown,2026-08-20T15:29:05.377963+00:00,,False,,,0.0,certified_lower_bound,30.148172000073828,total_seconds,"{""domain"": ""no_wait"", ""earliest_wait_time_seconds"": 0.0, ""maximum_wait_seconds_by_station_id"": [], ""step_seconds"": null}",,,,,reported_objective_verify_domain,,0,reported_objective_units,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
benchmarks/output/ddd_fixed_k_campaigns/five_station_b_full_demand_fixed_k_hybrid_screening/campaign.json,root,ddd_fixed_k_campaigns,result_document,five_station_circle_cw_full_skip_no_wait_headway_b_v0,,certified_fixed_k_trajectory_root_cg,journey_time,complete,,balanced_reference,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,reported_objective_verify_domain,,0,reported_objective_units,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
benchmarks/output/ddd_fixed_k_campaigns/five_station_b_full_demand_fixed_k_hybrid_screening/policies/all_stop/k20/five_station_circle_cw_full_skip_no_wait_headway_b_v0__journey_time.json,root,ddd_fixed_k_campaigns,result_document,five_station_circle_cw_full_skip_no_wait_headway_b_v0,20,exact_root_column_generation,journey_time,integer_optimal,51655a8b9369867b5c20e3f93fed01509c1a39164edd1b2dd5abc0e4b8e3a2ec,balanced_reference,all_stop,1200.0,,True,600.0,,,,,,,,,,,0.0,,2026-08-25T19:12:38.188141+00:00,,True,1866349.0881600003,best_upper_bound,1866349.0881600003,certified_lower_bound,1.3763699159026146,total_seconds,"{""domain"": ""no_wait"", ""earliest_wait_time_seconds"": 0.0, ""maximum_wait_seconds_by_station_id"": [], ""step_seconds"": null}",,,,,reported_objective_verify_domain,sum_iteration_seconds_excludes_unassigned_overhead,1,reported_objective_units,1866349.0881600003,0.6969862079713494,1866349.0881600003,,,0.6969862079713494,1866349.0881600003,1866349.0881600003,0,,,,,,,,,,,,,,,,,,,,,,
benchmarks/output/ddd_fixed_k_campaigns/five_station_b_full_demand_fixed_k_hybrid_screening/policies/all_stop/k38/five_station_circle_cw_full_skip_no_wait_headway_b_v0__journey_time.json,root,ddd_fixed_k_campaigns,result_document,five_station_circle_cw_full_skip_no_wait_headway_b_v0,38,exact_root_column_generation,journey_time,integer_optimal,dd32a510456a3bdb3d1ee467d3709a75c92b4a207adaddf56d3c86bf7873be42,balanced_reference,all_stop,1200.0,,True,600.0,,,,,,,,,,,1.7384572485619757e-16,,2026-08-25T19:12:42.188086+00:00,,True,1339294.617952,best_upper_bound,1339294.6179519997,certified_lower_bound,3.983632249990478,total_seconds,"{""domain"": ""no_wait"", ""earliest_wait_time_seconds"": 0.0, ""maximum_wait_seconds_by_station_id"": [], ""step_seconds"": null}",,,,,reported_objective_verify_domain,sum_iteration_seconds_excludes_unassigned_overhead,1,reported_objective_units,1339294.617952,1.8595275420229882,1339294.6179519997,,,1.8595275420229882,1339294.617952,1339294.6179519997,0,,,,,,,,,,,,,,,,,,,,,,
benchmarks/output/ddd_fixed_k_campaigns/five_station_b_full_demand_fixed_k_hybrid_screening/policies/skip_stop/k20/five_station_circle_cw_full_skip_no_wait_headway_b_v0__journey_time.json,root,ddd_fixed_k_campaigns,result_document,five_station_circle_cw_full_skip_no_wait_headway_b_v0,20,exact_root_column_generation,journey_time,integer_optimal,96dc2743c981f05fe1f271e770cfb4efa8f46b43f119b1dd20ad97a260c0d23a,balanced_reference,skip_stop,1200.0,,True,600.0,,,,,,,,,,,1.340067540435372e-16,,2026-08-25T19:21:05.486650+00:00,,True,1737454.5433599993,best_upper_bound,1737454.543359999,certified_lower_bound,503.2225750000216,total_seconds,"{""domain"": ""no_wait"", ""earliest_wait_time_seconds"": 0.0, ""maximum_wait_seconds_by_station_id"": [], ""step_seconds"": null}",,,,,reported_objective_verify_domain,sum_iteration_seconds_excludes_unassigned_overhead,22,reported_objective_units,1866349.0881600003,31.515633250004612,971970.9057600003,496.5392350842012,468.2076749171829,496.5392350842012,1737454.5433599993,1737454.543359999,4,,,1866349.0881600003,1719503.0600317894,1866349.0881600003,1719503.0600317894,1750851.6341759998,1735414.5555457606,,,,,,,,,,,,,,
