source,method,k,fingerprint,t,stage,event,certified_global_lb,validated_global_ub,provisional_local_lb,provisional_local_ub
benchmarks/output/ddd_fleet_sweeps/five_station_b_half_demand_no_wait_k18_21/events.jsonl,skip_stop_no_wait,18,071ff321f6d02d1071794a12554b17b6ec682b17a66180210ca198296a2a6eba,182.98154595901724,root_column_generation,heartbeat,,,,
benchmarks/output/ddd_fleet_sweeps/five_station_b_half_demand_no_wait_k18_21/events.jsonl,skip_stop_no_wait,18,071ff321f6d02d1071794a12554b17b6ec682b17a66180210ca198296a2a6eba,184.13670208398253,root_column_generation,heartbeat,,,,
benchmarks/output/ddd_fleet_sweeps/five_station_b_half_demand_no_wait_k18_21/events.jsonl,skip_stop_no_wait,18,071ff321f6d02d1071794a12554b17b6ec682b17a66180210ca198296a2a6eba,185.31234666705132,root_column_generation,heartbeat,,,,
benchmarks/output/ddd_fleet_sweeps/five_station_b_half_demand_no_wait_k18_21/events.jsonl,skip_stop_no_wait,18,071ff321f6d02d1071794a12554b17b6ec682b17a66180210ca198296a2a6eba,186.4700174999889,root_column_generation,heartbeat,,,,
benchmarks/output/ddd_fleet_sweeps/five_station_b_half_demand_no_wait_k18_21/events.jsonl,skip_stop_no_wait,18,071ff321f6d02d1071794a12554b17b6ec682b17a66180210ca198296a2a6eba,187.65316924999934,root_column_generation,heartbeat,,,,
benchmarks/output/ddd_fleet_sweeps/five_station_b_half_demand_no_wait_k18_21/events.jsonl,skip_stop_no_wait,18,071ff321f6d02d1071794a12554b17b6ec682b17a66180210ca198296a2a6eba,188.8511121670017,root_column_generation,heartbeat,,,,
benchmarks/output/ddd_fleet_sweeps/five_station_b_half_demand_no_wait_k18_21/events.jsonl,skip_stop_no_wait,18,071ff321f6d02d1071794a12554b17b6ec682b17a66180210ca198296a2a6eba,190.04954858403653,root_column_generation,heartbeat,,,,
benchmarks/output/ddd_fleet_sweeps/five_station_b_half_demand_no_wait_k18_21/events.jsonl,skip_stop_no_wait,18,071ff321f6d02d1071794a12554b17b6ec682b17a66180210ca198296a2a6eba,191.20004287501797,root_column_generation,heartbeat,,,,
benchmarks/output/ddd_fleet_sweeps/five_station_b_half_demand_no_wait_k18_21/events.jsonl,skip_stop_no_wait,18,071ff321f6d02d1071794a12554b17b6ec682b17a66180210ca198296a2a6eba,192.37130862497725,root_column_generation,heartbeat,,,,
benchmarks/output/ddd_fleet_sweeps/five_station_b_half_demand_no_wait_k18_21/events.jsonl,skip_stop_no_wait,18,071ff321f6d02d1071794a12554b17b6ec682b17a66180210ca198296a2a6eba,193.52494437503628,root_column_generation,heartbeat,,,,
benchmarks/output/ddd_fleet_sweeps/five_station_b_half_demand_no_wait_k18_21/events.jsonl,skip_stop_no_wait,18,071ff321f6d02d1071794a12554b17b6ec682b17a66180210ca198296a2a6eba,194.69623866700567,root_column_generation,heartbeat,,,,
benchmarks/output/ddd_fleet_sweeps/five_station_b_half_demand_no_wait_k18_21/events.jsonl,skip_stop_no_wait,18,071ff321f6d02d1071794a12554b17b6ec682b17a66180210ca198296a2a6eba,198.1867164169671,root_column_generation,heartbeat,,,,
benchmarks/output/ddd_fleet_sweeps/five_station_b_half_demand_no_wait_k18_21/events.jsonl,skip_stop_no_wait,18,071ff321f6d02d1071794a12554b17b6ec682b17a66180210ca198296a2a6eba,199.48301808396354,root_column_generation,heartbeat,,,,
benchmarks/output/ddd_fleet_sweeps/five_station_b_half_demand_no_wait_k18_21/events.jsonl,skip_stop_no_wait,18,071ff321f6d02d1071794a12554b17b6ec682b17a66180210ca198296a2a6eba,200.63726083398797,root_column_generation,heartbeat,,,,
benchmarks/output/ddd_fleet_sweeps/five_station_b_half_demand_no_wait_k18_21/events.jsonl,skip_stop_no_wait,18,071ff321f6d02d1071794a12554b17b6ec682b17a66180210ca198296a2a6eba,201.79300029203296,root_column_generation,heartbeat,,,,
benchmarks/output/ddd_fleet_sweeps/five_station_b_half_demand_no_wait_k18_21/events.jsonl,skip_stop_no_wait,18,071ff321f6d02d1071794a12554b17b6ec682b17a66180210ca198296a2a6eba,202.9471241249703,root_column_generation,heartbeat,,,,
benchmarks/output/ddd_fleet_sweeps/five_station_b_half_demand_no_wait_k18_21/events.jsonl,skip_stop_no_wait,18,071ff321f6d02d1071794a12554b17b6ec682b17a66180210ca198296a2a6eba,204.1004877090454,root_column_generation,heartbeat,,,,
benchmarks/output/ddd_fleet_sweeps/five_station_b_half_demand_no_wait_k18_21/events.jsonl,skip_stop_no_wait,18,071ff321f6d02d1071794a12554b17b6ec682b17a66180210ca198296a2a6eba,205.25358008395415,root_column_generation,heartbeat,,,,
benchmarks/output/ddd_fleet_sweeps/five_station_b_half_demand_no_wait_k18_21/events.jsonl,skip_stop_no_wait,18,071ff321f6d02d1071794a12554b17b6ec682b17a66180210ca198296a2a6eba,206.41104483394884,root_column_generation,heartbeat,,,,
benchmarks/output/ddd_fleet_sweeps/five_station_b_half_demand_no_wait_k18_21/events.jsonl,skip_stop_no_wait,18,071ff321f6d02d1071794a12554b17b6ec682b17a66180210ca198296a2a6eba,207.56349912495352,root_column_generation,heartbeat,,,,
benchmarks/output/ddd_fleet_sweeps/five_station_b_half_demand_no_wait_k18_21/events.jsonl,skip_stop_no_wait,18,071ff321f6d02d1071794a12554b17b6ec682b17a66180210ca198296a2a6eba,208.7207974169869,root_column_generation,heartbeat,,,,
benchmarks/output/ddd_fleet_sweeps/five_station_b_half_demand_no_wait_k18_21/events.jsonl,skip_stop_no_wait,18,071ff321f6d02d1071794a12554b17b6ec682b17a66180210ca198296a2a6eba,209.87823041703086,root_column_generation,heartbeat,,,,
benchmarks/output/ddd_fleet_sweeps/five_station_b_half_demand_no_wait_k18_21/events.jsonl,skip_stop_no_wait,18,071ff321f6d02d1071794a12554b17b6ec682b17a66180210ca198296a2a6eba,211.03554658405483,root_column_generation,heartbeat,,,,
benchmarks/output/ddd_fleet_sweeps/five_station_b_half_demand_no_wait_k18_21/events.jsonl,skip_stop_no_wait,18,071ff321f6d02d1071794a12554b17b6ec682b17a66180210ca198296a2a6eba,212.22031524998602,root_column_generation,heartbeat,,,,
benchmarks/output/ddd_fleet_sweeps/five_station_b_half_demand_no_wait_k18_21/events.jsonl,skip_stop_no_wait,18,071ff321f6d02d1071794a12554b17b6ec682b17a66180210ca198296a2a6eba,216.32440308399964,root_column_generation,heartbeat,,,,
benchmarks/output/ddd_fleet_sweeps/five_station_b_half_demand_no_wait_k18_21/events.jsonl,skip_stop_no_wait,18,071ff321f6d02d1071794a12554b17b6ec682b17a66180210ca198296a2a6eba,217.86756199994124,root_column_generation,heartbeat,,,,
benchmarks/output/ddd_fleet_sweeps/five_station_b_half_demand_no_wait_k18_21/events.jsonl,skip_stop_no_wait,18,071ff321f6d02d1071794a12554b17b6ec682b17a66180210ca198296a2a6eba,219.02600662503392,root_column_generation,heartbeat,,,,
benchmarks/output/ddd_fleet_sweeps/five_station_b_half_demand_no_wait_k18_21/events.jsonl,skip_stop_no_wait,18,071ff321f6d02d1071794a12554b17b6ec682b17a66180210ca198296a2a6eba,220.18645200005267,root_column_generation,heartbeat,,,,
benchmarks/output/ddd_fleet_sweeps/five_station_b_half_demand_no_wait_k18_21/events.jsonl,skip_stop_no_wait,18,071ff321f6d02d1071794a12554b17b6ec682b17a66180210ca198296a2a6eba,221.34655012504663,root_column_generation,heartbeat,,,,
benchmarks/output/ddd_fleet_sweeps/five_station_b_half_demand_no_wait_k18_21/events.jsonl,skip_stop_no_wait,18,071ff321f6d02d1071794a12554b17b6ec682b17a66180210ca198296a2a6eba,222.50808129203506,root_column_generation,heartbeat,,,,
benchmarks/output/ddd_fleet_sweeps/five_station_b_half_demand_no_wait_k18_21/events.jsonl,skip_stop_no_wait,18,071ff321f6d02d1071794a12554b17b6ec682b17a66180210ca198296a2a6eba,223.67390216700733,root_column_generation,heartbeat,,,,
benchmarks/output/ddd_fleet_sweeps/five_station_b_half_demand_no_wait_k18_21/events.jsonl,skip_stop_no_wait,18,071ff321f6d02d1071794a12554b17b6ec682b17a66180210ca198296a2a6eba,224.8398822499439,root_column_generation,heartbeat,,,,
benchmarks/output/ddd_fleet_sweeps/five_station_b_half_demand_no_wait_k18_21/events.jsonl,skip_stop_no_wait,18,071ff321f6d02d1071794a12554b17b6ec682b17a66180210ca198296a2a6eba,226.000946791959,root_column_generation,heartbeat,,,,
benchmarks/output/ddd_fleet_sweeps/five_station_b_half_demand_no_wait_k18_21/events.jsonl,skip_stop_no_wait,18,071ff321f6d02d1071794a12554b17b6ec682b17a66180210ca198296a2a6eba,227.16261450003367,root_column_generation,heartbeat,,,,
benchmarks/output/ddd_fleet_sweeps/five_station_b_half_demand_no_wait_k18_21/events.jsonl,skip_stop_no_wait,18,071ff321f6d02d1071794a12554b17b6ec682b17a66180210ca198296a2a6eba,228.32741262495983,root_column_generation,heartbeat,,,,
benchmarks/output/ddd_fleet_sweeps/five_station_b_half_demand_no_wait_k18_21/events.jsonl,skip_stop_no_wait,18,071ff321f6d02d1071794a12554b17b6ec682b17a66180210ca198296a2a6eba,229.538718292024,root_column_generation,heartbeat,,,,
benchmarks/output/ddd_fleet_sweeps/five_station_b_half_demand_no_wait_k18_21/events.jsonl,skip_stop_no_wait,18,071ff321f6d02d1071794a12554b17b6ec682b17a66180210ca198296a2a6eba,230.70640833396465,root_column_generation,heartbeat,,,,
benchmarks/output/ddd_fleet_sweeps/five_station_b_half_demand_no_wait_k18_21/events.jsonl,skip_stop_no_wait,18,071ff321f6d02d1071794a12554b17b6ec682b17a66180210ca198296a2a6eba,234.25955266703386,root_column_generation,heartbeat,,,,
benchmarks/output/ddd_fleet_sweeps/five_station_b_half_demand_no_wait_k18_21/events.jsonl,skip_stop_no_wait,18,071ff321f6d02d1071794a12554b17b6ec682b17a66180210ca198296a2a6eba,235.75174612505361,root_column_generation,heartbeat,,,,
benchmarks/output/ddd_fleet_sweeps/five_station_b_half_demand_no_wait_k18_21/events.jsonl,skip_stop_no_wait,18,071ff321f6d02d1071794a12554b17b6ec682b17a66180210ca198296a2a6eba,236.96432583394926,root_column_generation,heartbeat,,,,
benchmarks/output/ddd_fleet_sweeps/five_station_b_half_demand_no_wait_k18_21/events.jsonl,skip_stop_no_wait,18,071ff321f6d02d1071794a12554b17b6ec682b17a66180210ca198296a2a6eba,238.15796429198235,root_column_generation,heartbeat,,,,
benchmarks/output/ddd_fleet_sweeps/five_station_b_half_demand_no_wait_k18_21/events.jsonl,skip_stop_no_wait,18,071ff321f6d02d1071794a12554b17b6ec682b17a66180210ca198296a2a6eba,239.34424754197244,root_column_generation,heartbeat,,,,
benchmarks/output/ddd_fleet_sweeps/five_station_b_half_demand_no_wait_k18_21/events.jsonl,skip_stop_no_wait,18,071ff321f6d02d1071794a12554b17b6ec682b17a66180210ca198296a2a6eba,240.50627116695978,root_column_generation,heartbeat,,,,
benchmarks/output/ddd_fleet_sweeps/five_station_b_half_demand_no_wait_k18_21/events.jsonl,skip_stop_no_wait,18,071ff321f6d02d1071794a12554b17b6ec682b17a66180210ca198296a2a6eba,241.82998316700105,root_column_generation,heartbeat,,,,
benchmarks/output/ddd_fleet_sweeps/five_station_b_half_demand_no_wait_k18_21/events.jsonl,skip_stop_no_wait,18,071ff321f6d02d1071794a12554b17b6ec682b17a66180210ca198296a2a6eba,242.99529512494337,root_column_generation,heartbeat,,,,
benchmarks/output/ddd_fleet_sweeps/five_station_b_half_demand_no_wait_k18_21/events.jsonl,skip_stop_no_wait,18,071ff321f6d02d1071794a12554b17b6ec682b17a66180210ca198296a2a6eba,244.15826054196805,root_column_generation,heartbeat,,,,
benchmarks/output/ddd_fleet_sweeps/five_station_b_half_demand_no_wait_k18_21/events.jsonl,skip_stop_no_wait,18,071ff321f6d02d1071794a12554b17b6ec682b17a66180210ca198296a2a6eba,245.32201500004157,root_column_generation,heartbeat,,,,
benchmarks/output/ddd_fleet_sweeps/five_station_b_half_demand_no_wait_k18_21/events.jsonl,skip_stop_no_wait,18,071ff321f6d02d1071794a12554b17b6ec682b17a66180210ca198296a2a6eba,246.48480741702951,root_column_generation,heartbeat,,,,
benchmarks/output/ddd_fleet_sweeps/five_station_b_half_demand_no_wait_k18_21/events.jsonl,skip_stop_no_wait,18,071ff321f6d02d1071794a12554b17b6ec682b17a66180210ca198296a2a6eba,247.6449201250216,root_column_generation,heartbeat,,,,
benchmarks/output/ddd_fleet_sweeps/five_station_b_half_demand_no_wait_k18_21/events.jsonl,skip_stop_no_wait,18,071ff321f6d02d1071794a12554b17b6ec682b17a66180210ca198296a2a6eba,248.84062766702846,root_column_generation,heartbeat,,,,
benchmarks/output/ddd_fleet_sweeps/five_station_b_half_demand_no_wait_k18_21/events.jsonl,skip_stop_no_wait,18,071ff321f6d02d1071794a12554b17b6ec682b17a66180210ca198296a2a6eba,252.51413362496532,root_column_generation,heartbeat,,,,
benchmarks/output/ddd_fleet_sweeps/five_station_b_half_demand_no_wait_k18_21/events.jsonl,skip_stop_no_wait,18,071ff321f6d02d1071794a12554b17b6ec682b17a66180210ca198296a2a6eba,254.3966340420302,root_column_generation,heartbeat,,,,
benchmarks/output/ddd_fleet_sweeps/five_station_b_half_demand_no_wait_k18_21/events.jsonl,skip_stop_no_wait,18,071ff321f6d02d1071794a12554b17b6ec682b17a66180210ca198296a2a6eba,255.67200270900503,root_column_generation,heartbeat,,,,
benchmarks/output/ddd_fleet_sweeps/five_station_b_half_demand_no_wait_k18_21/events.jsonl,skip_stop_no_wait,18,071ff321f6d02d1071794a12554b17b6ec682b17a66180210ca198296a2a6eba,256.8356716670096,root_column_generation,heartbeat,,,,
benchmarks/output/ddd_fleet_sweeps/five_station_b_half_demand_no_wait_k18_21/events.jsonl,skip_stop_no_wait,18,071ff321f6d02d1071794a12554b17b6ec682b17a66180210ca198296a2a6eba,258.0009240839863,root_column_generation,heartbeat,,,,
benchmarks/output/ddd_fleet_sweeps/five_station_b_half_demand_no_wait_k18_21/events.jsonl,skip_stop_no_wait,18,071ff321f6d02d1071794a12554b17b6ec682b17a66180210ca198296a2a6eba,259.16575599997304,root_column_generation,heartbeat,,,,
benchmarks/output/ddd_fleet_sweeps/five_station_b_half_demand_no_wait_k18_21/events.jsonl,skip_stop_no_wait,18,071ff321f6d02d1071794a12554b17b6ec682b17a66180210ca198296a2a6eba,260.3333330840105,root_column_generation,heartbeat,,,,
benchmarks/output/ddd_fleet_sweeps/five_station_b_half_demand_no_wait_k18_21/events.jsonl,skip_stop_no_wait,18,071ff321f6d02d1071794a12554b17b6ec682b17a66180210ca198296a2a6eba,261.5028663750272,root_column_generation,heartbeat,,,,
benchmarks/output/ddd_fleet_sweeps/five_station_b_half_demand_no_wait_k18_21/events.jsonl,skip_stop_no_wait,18,071ff321f6d02d1071794a12554b17b6ec682b17a66180210ca198296a2a6eba,262.72654687496834,root_column_generation,heartbeat,,,,
benchmarks/output/ddd_fleet_sweeps/five_station_b_half_demand_no_wait_k18_21/events.jsonl,skip_stop_no_wait,18,071ff321f6d02d1071794a12554b17b6ec682b17a66180210ca198296a2a6eba,263.8907603339758,root_column_generation,heartbeat,,,,
benchmarks/output/ddd_fleet_sweeps/five_station_b_half_demand_no_wait_k18_21/events.jsonl,skip_stop_no_wait,18,071ff321f6d02d1071794a12554b17b6ec682b17a66180210ca198296a2a6eba,265.05525829200633,root_column_generation,heartbeat,,,,
benchmarks/output/ddd_fleet_sweeps/five_station_b_half_demand_no_wait_k18_21/events.jsonl,skip_stop_no_wait,18,071ff321f6d02d1071794a12554b17b6ec682b17a66180210ca198296a2a6eba,266.2308172089979,root_column_generation,heartbeat,,,,
benchmarks/output/ddd_fleet_sweeps/five_station_b_half_demand_no_wait_k18_21/events.jsonl,skip_stop_no_wait,18,071ff321f6d02d1071794a12554b17b6ec682b17a66180210ca198296a2a6eba,267.39681199996267,root_column_generation,heartbeat,,,,
benchmarks/output/ddd_fleet_sweeps/five_station_b_half_demand_no_wait_k18_21/events.jsonl,skip_stop_no_wait,18,071ff321f6d02d1071794a12554b17b6ec682b17a66180210ca198296a2a6eba,268.594607459032,root_column_generation,heartbeat,,,,
benchmarks/output/ddd_fleet_sweeps/five_station_b_half_demand_no_wait_k18_21/events.jsonl,skip_stop_no_wait,18,071ff321f6d02d1071794a12554b17b6ec682b17a66180210ca198296a2a6eba,272.5781937499996,root_column_generation,heartbeat,,,,
benchmarks/output/ddd_fleet_sweeps/five_station_b_half_demand_no_wait_k18_21/events.jsonl,skip_stop_no_wait,18,071ff321f6d02d1071794a12554b17b6ec682b17a66180210ca198296a2a6eba,274.2605679590488,root_column_generation,heartbeat,,,,
benchmarks/output/ddd_fleet_sweeps/five_station_b_half_demand_no_wait_k18_21/events.jsonl,skip_stop_no_wait,18,071ff321f6d02d1071794a12554b17b6ec682b17a66180210ca198296a2a6eba,275.6719010419911,root_column_generation,heartbeat,,,,
benchmarks/output/ddd_fleet_sweeps/five_station_b_half_demand_no_wait_k18_21/events.jsonl,skip_stop_no_wait,18,071ff321f6d02d1071794a12554b17b6ec682b17a66180210ca198296a2a6eba,276.86337179201655,root_column_generation,heartbeat,,,,
benchmarks/output/ddd_fleet_sweeps/five_station_b_half_demand_no_wait_k18_21/events.jsonl,skip_stop_no_wait,18,071ff321f6d02d1071794a12554b17b6ec682b17a66180210ca198296a2a6eba,278.0320562500274,root_column_generation,heartbeat,,,,
benchmarks/output/ddd_fleet_sweeps/five_station_b_half_demand_no_wait_k18_21/events.jsonl,skip_stop_no_wait,18,071ff321f6d02d1071794a12554b17b6ec682b17a66180210ca198296a2a6eba,279.19693466695026,root_column_generation,heartbeat,,,,
benchmarks/output/ddd_fleet_sweeps/five_station_b_half_demand_no_wait_k18_21/events.jsonl,skip_stop_no_wait,18,071ff321f6d02d1071794a12554b17b6ec682b17a66180210ca198296a2a6eba,280.3675627920311,root_column_generation,heartbeat,,,,
benchmarks/output/ddd_fleet_sweeps/five_station_b_half_demand_no_wait_k18_21/events.jsonl,skip_stop_no_wait,18,071ff321f6d02d1071794a12554b17b6ec682b17a66180210ca198296a2a6eba,281.54186216695234,root_column_generation,heartbeat,,,,
benchmarks/output/ddd_fleet_sweeps/five_station_b_half_demand_no_wait_k18_21/events.jsonl,skip_stop_no_wait,18,071ff321f6d02d1071794a12554b17b6ec682b17a66180210ca198296a2a6eba,282.77774966694415,root_column_generation,heartbeat,,,,
benchmarks/output/ddd_fleet_sweeps/five_station_b_half_demand_no_wait_k18_21/events.jsonl,skip_stop_no_wait,18,071ff321f6d02d1071794a12554b17b6ec682b17a66180210ca198296a2a6eba,283.9454599589808,root_column_generation,heartbeat,,,,
benchmarks/output/ddd_fleet_sweeps/five_station_b_half_demand_no_wait_k18_21/events.jsonl,skip_stop_no_wait,18,071ff321f6d02d1071794a12554b17b6ec682b17a66180210ca198296a2a6eba,285.11349970905576,root_column_generation,heartbeat,,,,
benchmarks/output/ddd_fleet_sweeps/five_station_b_half_demand_no_wait_k18_21/events.jsonl,skip_stop_no_wait,18,071ff321f6d02d1071794a12554b17b6ec682b17a66180210ca198296a2a6eba,286.3186599999899,root_column_generation,heartbeat,,,,
benchmarks/output/ddd_fleet_sweeps/five_station_b_half_demand_no_wait_k18_21/events.jsonl,skip_stop_no_wait,18,071ff321f6d02d1071794a12554b17b6ec682b17a66180210ca198296a2a6eba,287.4872035840526,root_column_generation,heartbeat,,,,
benchmarks/output/ddd_fleet_sweeps/five_station_b_half_demand_no_wait_k18_21/events.jsonl,skip_stop_no_wait,18,071ff321f6d02d1071794a12554b17b6ec682b17a66180210ca198296a2a6eba,288.6843164169695,root_column_generation,heartbeat,,,,
benchmarks/output/ddd_fleet_sweeps/five_station_b_half_demand_no_wait_k18_21/events.jsonl,skip_stop_no_wait,18,071ff321f6d02d1071794a12554b17b6ec682b17a66180210ca198296a2a6eba,293.6019189589424,root_column_generation,heartbeat,,,,
benchmarks/output/ddd_fleet_sweeps/five_station_b_half_demand_no_wait_k18_21/events.jsonl,skip_stop_no_wait,18,071ff321f6d02d1071794a12554b17b6ec682b17a66180210ca198296a2a6eba,294.79223220900167,root_column_generation,heartbeat,,,,
benchmarks/output/ddd_fleet_sweeps/five_station_b_half_demand_no_wait_k18_21/events.jsonl,skip_stop_no_wait,18,071ff321f6d02d1071794a12554b17b6ec682b17a66180210ca198296a2a6eba,296.10796275001485,root_column_generation,heartbeat,,,,
benchmarks/output/ddd_fleet_sweeps/five_station_b_half_demand_no_wait_k18_21/events.jsonl,skip_stop_no_wait,18,071ff321f6d02d1071794a12554b17b6ec682b17a66180210ca198296a2a6eba,297.278368624975,root_column_generation,heartbeat,,,,
benchmarks/output/ddd_fleet_sweeps/five_station_b_half_demand_no_wait_k18_21/events.jsonl,skip_stop_no_wait,18,071ff321f6d02d1071794a12554b17b6ec682b17a66180210ca198296a2a6eba,298.4558440420078,root_column_generation,heartbeat,,,,
benchmarks/output/ddd_fleet_sweeps/five_station_b_half_demand_no_wait_k18_21/events.jsonl,skip_stop_no_wait,18,071ff321f6d02d1071794a12554b17b6ec682b17a66180210ca198296a2a6eba,299.6272887500236,root_column_generation,heartbeat,,,,
benchmarks/output/ddd_fleet_sweeps/five_station_b_half_demand_no_wait_k18_21/events.jsonl,skip_stop_no_wait,18,071ff321f6d02d1071794a12554b17b6ec682b17a66180210ca198296a2a6eba,300.98866254196037,root_column_generation,heartbeat,,,,
benchmarks/output/ddd_fleet_sweeps/five_station_b_half_demand_no_wait_k18_21/events.jsonl,skip_stop_no_wait,18,071ff321f6d02d1071794a12554b17b6ec682b17a66180210ca198296a2a6eba,302.16034008399583,root_column_generation,heartbeat,,,,
benchmarks/output/ddd_fleet_sweeps/five_station_b_half_demand_no_wait_k18_21/events.jsonl,skip_stop_no_wait,18,071ff321f6d02d1071794a12554b17b6ec682b17a66180210ca198296a2a6eba,303.33116025000345,root_column_generation,heartbeat,,,,
benchmarks/output/ddd_fleet_sweeps/five_station_b_half_demand_no_wait_k18_21/events.jsonl,skip_stop_no_wait,18,071ff321f6d02d1071794a12554b17b6ec682b17a66180210ca198296a2a6eba,304.5029405000387,root_column_generation,heartbeat,,,,
benchmarks/output/ddd_fleet_sweeps/five_station_b_half_demand_no_wait_k18_21/events.jsonl,skip_stop_no_wait,18,071ff321f6d02d1071794a12554b17b6ec682b17a66180210ca198296a2a6eba,305.67539295903407,root_column_generation,heartbeat,,,,
benchmarks/output/ddd_fleet_sweeps/five_station_b_half_demand_no_wait_k18_21/events.jsonl,skip_stop_no_wait,18,071ff321f6d02d1071794a12554b17b6ec682b17a66180210ca198296a2a6eba,306.84871870896313,root_column_generation,heartbeat,,,,
benchmarks/output/ddd_fleet_sweeps/five_station_b_half_demand_no_wait_k18_21/events.jsonl,skip_stop_no_wait,18,071ff321f6d02d1071794a12554b17b6ec682b17a66180210ca198296a2a6eba,308.0201619999716,root_column_generation,heartbeat,,,,
benchmarks/output/ddd_fleet_sweeps/five_station_b_half_demand_no_wait_k18_21/events.jsonl,skip_stop_no_wait,18,071ff321f6d02d1071794a12554b17b6ec682b17a66180210ca198296a2a6eba,311.9337173750391,root_column_generation,heartbeat,,,,
benchmarks/output/ddd_fleet_sweeps/five_station_b_half_demand_no_wait_k18_21/events.jsonl,skip_stop_no_wait,18,071ff321f6d02d1071794a12554b17b6ec682b17a66180210ca198296a2a6eba,314.8695780839771,root_column_generation,heartbeat,,,,
benchmarks/output/ddd_fleet_sweeps/five_station_b_half_demand_no_wait_k18_21/events.jsonl,skip_stop_no_wait,18,071ff321f6d02d1071794a12554b17b6ec682b17a66180210ca198296a2a6eba,316.30261716700625,root_column_generation,heartbeat,,,,
benchmarks/output/ddd_fleet_sweeps/five_station_b_half_demand_no_wait_k18_21/events.jsonl,skip_stop_no_wait,18,071ff321f6d02d1071794a12554b17b6ec682b17a66180210ca198296a2a6eba,317.47043908399064,root_column_generation,heartbeat,,,,
benchmarks/output/ddd_fleet_sweeps/five_station_b_half_demand_no_wait_k18_21/events.jsonl,skip_stop_no_wait,18,071ff321f6d02d1071794a12554b17b6ec682b17a66180210ca198296a2a6eba,318.64418420905713,root_column_generation,heartbeat,,,,
benchmarks/output/ddd_fleet_sweeps/five_station_b_half_demand_no_wait_k18_21/events.jsonl,skip_stop_no_wait,18,071ff321f6d02d1071794a12554b17b6ec682b17a66180210ca198296a2a6eba,319.81165941699874,root_column_generation,heartbeat,,,,
benchmarks/output/ddd_fleet_sweeps/five_station_b_half_demand_no_wait_k18_21/events.jsonl,skip_stop_no_wait,18,071ff321f6d02d1071794a12554b17b6ec682b17a66180210ca198296a2a6eba,320.9879257089924,root_column_generation,heartbeat,,,,
benchmarks/output/ddd_fleet_sweeps/five_station_b_half_demand_no_wait_k18_21/events.jsonl,skip_stop_no_wait,18,071ff321f6d02d1071794a12554b17b6ec682b17a66180210ca198296a2a6eba,322.16912004200276,root_column_generation,heartbeat,,,,
benchmarks/output/ddd_fleet_sweeps/five_station_b_half_demand_no_wait_k18_21/events.jsonl,skip_stop_no_wait,18,071ff321f6d02d1071794a12554b17b6ec682b17a66180210ca198296a2a6eba,323.4402987919748,root_column_generation,heartbeat,,,,
benchmarks/output/ddd_fleet_sweeps/five_station_b_half_demand_no_wait_k18_21/events.jsonl,skip_stop_no_wait,18,071ff321f6d02d1071794a12554b17b6ec682b17a66180210ca198296a2a6eba,324.6139381249668,root_column_generation,heartbeat,,,,
benchmarks/output/ddd_fleet_sweeps/five_station_b_half_demand_no_wait_k18_21/events.jsonl,skip_stop_no_wait,18,071ff321f6d02d1071794a12554b17b6ec682b17a66180210ca198296a2a6eba,325.78178983402904,root_column_generation,heartbeat,,,,
benchmarks/output/ddd_fleet_sweeps/five_station_b_half_demand_no_wait_k18_21/events.jsonl,skip_stop_no_wait,18,071ff321f6d02d1071794a12554b17b6ec682b17a66180210ca198296a2a6eba,326.9591841249494,root_column_generation,heartbeat,,,,
benchmarks/output/ddd_fleet_sweeps/five_station_b_half_demand_no_wait_k18_21/events.jsonl,skip_stop_no_wait,18,071ff321f6d02d1071794a12554b17b6ec682b17a66180210ca198296a2a6eba,328.1346045000246,root_column_generation,heartbeat,,,,
benchmarks/output/ddd_fleet_sweeps/five_station_b_half_demand_no_wait_k18_21/events.jsonl,skip_stop_no_wait,18,071ff321f6d02d1071794a12554b17b6ec682b17a66180210ca198296a2a6eba,329.3330551669933,root_column_generation,heartbeat,,,,
benchmarks/output/ddd_fleet_sweeps/five_station_b_half_demand_no_wait_k18_21/events.jsonl,skip_stop_no_wait,18,071ff321f6d02d1071794a12554b17b6ec682b17a66180210ca198296a2a6eba,333.35052900004666,root_column_generation,heartbeat,,,,
benchmarks/output/ddd_fleet_sweeps/five_station_b_half_demand_no_wait_k18_21/events.jsonl,skip_stop_no_wait,18,071ff321f6d02d1071794a12554b17b6ec682b17a66180210ca198296a2a6eba,335.60074975003954,root_column_generation,heartbeat,,,,
benchmarks/output/ddd_fleet_sweeps/five_station_b_half_demand_no_wait_k18_21/events.jsonl,skip_stop_no_wait,18,071ff321f6d02d1071794a12554b17b6ec682b17a66180210ca198296a2a6eba,337.0298117500497,root_column_generation,heartbeat,,,,
benchmarks/output/ddd_fleet_sweeps/five_station_b_half_demand_no_wait_k18_21/events.jsonl,skip_stop_no_wait,18,071ff321f6d02d1071794a12554b17b6ec682b17a66180210ca198296a2a6eba,338.23351533396635,root_column_generation,heartbeat,,,,
benchmarks/output/ddd_fleet_sweeps/five_station_b_half_demand_no_wait_k18_21/events.jsonl,skip_stop_no_wait,18,071ff321f6d02d1071794a12554b17b6ec682b17a66180210ca198296a2a6eba,339.4109978750348,root_column_generation,heartbeat,,,,
