source,bytes,classification,records
benchmarks/output/phase2_unary_slots/three_station_5min/artifacts/20260715T093553Z__three_station_v0__ean_passenger_journey_time__exact_optimality__candidate_horizon_pruning+single_ring_dominated_ride_pruning+slot_time_relaxation_strengthening+slot_activation_first_slot/three_station_v0/ean_build_artifact.json,25071075,support_or_manifest,0
benchmarks/output/phase2_unary_slots/three_station_5min/artifacts/20260715T093553Z__three_station_v0__ean_passenger_journey_time__exact_optimality__candidate_horizon_pruning+single_ring_dominated_ride_pruning+slot_time_relaxation_strengthening+slot_activation_first_slot/three_station_v0/ean_passenger_service_journey_time.json,336232,result_or_diagnostic,1
benchmarks/output/phase2_unary_slots/three_station_5min/artifacts/20260715T093553Z__three_station_v0__ean_passenger_journey_time__exact_optimality__candidate_horizon_pruning+single_ring_dominated_ride_pruning+slot_time_relaxation_strengthening+slot_activation_first_slot/three_station_v0/ean_passenger_service_journey_time_movement_plan.json,208395,support_or_manifest,0
benchmarks/output/phase2_unary_slots/three_station_5min/artifacts/20260715T093553Z__three_station_v0__ean_passenger_journey_time__exact_optimality__candidate_horizon_pruning+single_ring_dominated_ride_pruning+slot_time_relaxation_strengthening+slot_activation_first_slot/three_station_v0/ean_passenger_service_journey_time_physical_replay.json,535029,support_or_manifest,0
benchmarks/output/phase2_unary_slots/three_station_5min/artifacts/20260715T093553Z__three_station_v0__ean_passenger_journey_time__exact_optimality__candidate_horizon_pruning+single_ring_dominated_ride_pruning+slot_time_relaxation_strengthening+slot_activation_first_slot/three_station_v0/scenario.json,14521,support_or_manifest,0
benchmarks/output/phase2_unary_slots/three_station_5min/results/20260715T090956Z__three_station_v0__ean_passenger_journey_time__exact_optimality__all.json,27753,result_or_diagnostic,1
benchmarks/output/phase2_unary_slots/three_station_5min/results/20260715T091506Z__three_station_v0__ean_passenger_journey_time__exact_optimality__candidate_horizon_pruning+single_ring_dominated_ride_pruning+slot_time_relaxation_strengthening+slot_activation_first_slot.json,32586,result_or_diagnostic,1
benchmarks/output/phase2_unary_slots/three_station_5min/results/20260715T092016Z__three_station_v0__ean_passenger_journey_time__exact_optimality__candidate_horizon_pruning+single_ring_dominated_ride_pruning+slot_time_relaxation_strengthening+slot_activation_first_slot.json,32596,result_or_diagnostic,1
benchmarks/output/phase2_unary_slots/three_station_5min/results/20260715T092530Z__three_station_v0__ean_passenger_journey_time__exact_optimality__all.json,28043,result_or_diagnostic,1
benchmarks/output/phase2_unary_slots/three_station_5min/results/20260715T093042Z__three_station_v0__ean_passenger_journey_time__exact_optimality__all.json,28049,result_or_diagnostic,1
benchmarks/output/phase2_unary_slots/three_station_5min/results/20260715T093553Z__three_station_v0__ean_passenger_journey_time__exact_optimality__candidate_horizon_pruning+single_ring_dominated_ride_pruning+slot_time_relaxation_strengthening+slot_activation_first_slot.json,33194,result_or_diagnostic,1
benchmarks/output/projected_board_time/three_station_5min/artifacts/20260715T102120Z__three_station_v0__ean_passenger_journey_time__exact_optimality__all/manifest.json,3266,support_or_manifest,0
benchmarks/output/projected_board_time/three_station_5min/artifacts/20260715T102120Z__three_station_v0__ean_passenger_journey_time__exact_optimality__all/three_station_v0/discrete_dt_0p5.json,1391543,support_or_manifest,0
benchmarks/output/projected_board_time/three_station_5min/artifacts/20260715T102120Z__three_station_v0__ean_passenger_journey_time__exact_optimality__all/three_station_v0/ean_build_artifact.json,25071075,support_or_manifest,0
benchmarks/output/projected_board_time/three_station_5min/artifacts/20260715T102120Z__three_station_v0__ean_passenger_journey_time__exact_optimality__all/three_station_v0/ean_passenger_service_journey_time.json,330111,result_or_diagnostic,1
benchmarks/output/projected_board_time/three_station_5min/artifacts/20260715T102120Z__three_station_v0__ean_passenger_journey_time__exact_optimality__all/three_station_v0/ean_passenger_service_journey_time_movement_plan.json,208540,support_or_manifest,0
benchmarks/output/projected_board_time/three_station_5min/artifacts/20260715T102120Z__three_station_v0__ean_passenger_journey_time__exact_optimality__all/three_station_v0/ean_passenger_service_journey_time_physical_replay.json,533065,support_or_manifest,0
benchmarks/output/projected_board_time/three_station_5min/artifacts/20260715T102120Z__three_station_v0__ean_passenger_journey_time__exact_optimality__all/three_station_v0/scenario.json,14521,support_or_manifest,0
benchmarks/output/projected_board_time/three_station_5min/artifacts/20260715T102633Z__three_station_v0__ean_passenger_journey_time__exact_optimality__candidate_horizon_pruning+single_ring_dominated_ride_pruning+slot_time_relaxation_strengthening+board_time_projected_journey_time/manifest.json,3266,support_or_manifest,0
benchmarks/output/projected_board_time/three_station_5min/artifacts/20260715T102633Z__three_station_v0__ean_passenger_journey_time__exact_optimality__candidate_horizon_pruning+single_ring_dominated_ride_pruning+slot_time_relaxation_strengthening+board_time_projected_journey_time/three_station_v0/discrete_dt_0p5.json,1391543,support_or_manifest,0
benchmarks/output/projected_board_time/three_station_5min/artifacts/20260715T102633Z__three_station_v0__ean_passenger_journey_time__exact_optimality__candidate_horizon_pruning+single_ring_dominated_ride_pruning+slot_time_relaxation_strengthening+board_time_projected_journey_time/three_station_v0/ean_build_artifact.json,25071075,support_or_manifest,0
benchmarks/output/projected_board_time/three_station_5min/artifacts/20260715T102633Z__three_station_v0__ean_passenger_journey_time__exact_optimality__candidate_horizon_pruning+single_ring_dominated_ride_pruning+slot_time_relaxation_strengthening+board_time_projected_journey_time/three_station_v0/ean_passenger_service_journey_time.json,327962,result_or_diagnostic,1
benchmarks/output/projected_board_time/three_station_5min/artifacts/20260715T102633Z__three_station_v0__ean_passenger_journey_time__exact_optimality__candidate_horizon_pruning+single_ring_dominated_ride_pruning+slot_time_relaxation_strengthening+board_time_projected_journey_time/three_station_v0/ean_passenger_service_journey_time_movement_plan.json,208407,support_or_manifest,0
benchmarks/output/projected_board_time/three_station_5min/artifacts/20260715T102633Z__three_station_v0__ean_passenger_journey_time__exact_optimality__candidate_horizon_pruning+single_ring_dominated_ride_pruning+slot_time_relaxation_strengthening+board_time_projected_journey_time/three_station_v0/ean_passenger_service_journey_time_physical_replay.json,533771,support_or_manifest,0
benchmarks/output/projected_board_time/three_station_5min/artifacts/20260715T102633Z__three_station_v0__ean_passenger_journey_time__exact_optimality__candidate_horizon_pruning+single_ring_dominated_ride_pruning+slot_time_relaxation_strengthening+board_time_projected_journey_time/three_station_v0/scenario.json,14521,support_or_manifest,0
benchmarks/output/projected_board_time/three_station_5min/results/20260715T102120Z__three_station_v0__ean_passenger_journey_time__exact_optimality__all.json,28141,result_or_diagnostic,1
benchmarks/output/projected_board_time/three_station_5min/results/20260715T102633Z__three_station_v0__ean_passenger_journey_time__exact_optimality__candidate_horizon_pruning+single_ring_dominated_ride_pruning+slot_time_relaxation_strengthening+board_time_projected_journey_time.json,26573,result_or_diagnostic,1
benchmarks/output/results/20260513T122008Z__three_station_v0__ean_passenger_journey_time__exact_optimality__all.json,36432,result_or_diagnostic,1
benchmarks/output/results/20260513T122736Z__three_station_v0__ean_passenger_journey_time__exact_optimality__none.json,22687,result_or_diagnostic,1
benchmarks/output/results/20260513T132325Z__three_station_v0__ean_passenger_journey_time__exact_optimality__candidate_horizon_pruning+single_ring_dominated_ride_pruning.json,29441,result_or_diagnostic,1
benchmarks/output/results/20260513T134429Z__three_station_v0__ean_passenger_journey_time__exact_optimality__slot_time_relaxation_strengthening.json,27985,result_or_diagnostic,1
benchmarks/output/results/20260513T150615Z__three_station_v0__ean_passenger_journey_time__exact_optimality__all.json,37075,result_or_diagnostic,1
benchmarks/output/results/20260513T151210Z__three_station_v0__ean_passenger_journey_time__exact_optimality__candidate_horizon_pruning+single_ring_dominated_ride_pruning+slot_time_relaxation_strengthening+tight_big_m_bounds.json,33558,result_or_diagnostic,1
benchmarks/output/results/20260513T154655Z__three_station_v0__ean_passenger_journey_time__exact_optimality__all.json,33192,result_or_diagnostic,1
benchmarks/output/results/20260513T155229Z__three_station_v0__ean_passenger_journey_time__exact_optimality__candidate_horizon_pruning+single_ring_dominated_ride_pruning+slot_time_relaxation_strengthening+tight_big_m_bounds.json,37782,result_or_diagnostic,1
benchmarks/output/results/20260722T205547Z__five_station_optimized_initial_placement_double_all_stop_skip_wait_v0__ean_passenger_journey_time__quick_good_solution__optimized_all_stop__network__all.json,8048,result_or_diagnostic,1
benchmarks/output/root_diagnostic_smoke/20260715T153253Z__three_station_v0__journey_time__all.json,13432,result_or_diagnostic,3
benchmarks/output/root_diagnostic_smoke/20260715T153331Z__three_station_v0__journey_time__all.json,18006,result_or_diagnostic,3
benchmarks/output/root_diagnostic_smoke/20260715T154521Z__three_station_v0__journey_time__all.json,21495,result_or_diagnostic,3
benchmarks/output/root_diagnostics_20260715/20260715T154216Z__five_station_v0__journey_time__all.json,16691,result_or_diagnostic,3
benchmarks/output/root_diagnostics_20260715/20260715T155509Z__five_station_v0__journey_time__all.json,20534,result_or_diagnostic,3
benchmarks/output/shared_eager_comparison/current/five_station_circle_cw_half_skip_wait_v0/discrete_dt_0p5.json,1696468,support_or_manifest,0
benchmarks/output/shared_eager_comparison/current/five_station_circle_cw_half_skip_wait_v0/ean_build_artifact.json,60856387,large_support_artifact_not_loaded,
benchmarks/output/shared_eager_comparison/current/five_station_circle_cw_half_skip_wait_v0/scenario.json,23895,support_or_manifest,0
benchmarks/output/shared_eager_comparison/current/manifest.json,3612,support_or_manifest,0
benchmarks/output/shared_eager_comparison/merge_relaxation/five_station_circle_cw_half_skip_wait_v0/discrete_dt_0p5.json,1696468,support_or_manifest,0
benchmarks/output/shared_eager_comparison/merge_relaxation/five_station_circle_cw_half_skip_wait_v0/ean_build_artifact.json,60856389,large_support_artifact_not_loaded,
benchmarks/output/shared_eager_comparison/merge_relaxation/five_station_circle_cw_half_skip_wait_v0/ean_passenger_service_journey_time.json,415133,result_or_diagnostic,1
benchmarks/output/shared_eager_comparison/merge_relaxation/five_station_circle_cw_half_skip_wait_v0/ean_passenger_service_journey_time_movement_plan.json,323269,support_or_manifest,0
benchmarks/output/shared_eager_comparison/merge_relaxation/five_station_circle_cw_half_skip_wait_v0/ean_passenger_service_journey_time_physical_replay.json,625837,support_or_manifest,0
benchmarks/output/shared_eager_comparison/merge_relaxation/five_station_circle_cw_half_skip_wait_v0/scenario.json,23895,support_or_manifest,0
benchmarks/output/shared_eager_comparison/merge_relaxation/manifest.json,3612,support_or_manifest,0
benchmarks/output/shared_eager_comparison/shared/five_station_circle_cw_half_skip_wait_v0/discrete_dt_0p5.json,1696468,support_or_manifest,0
benchmarks/output/shared_eager_comparison/shared/five_station_circle_cw_half_skip_wait_v0/ean_build_artifact.json,60856388,large_support_artifact_not_loaded,
benchmarks/output/shared_eager_comparison/shared/five_station_circle_cw_half_skip_wait_v0/ean_passenger_service_journey_time.json,404819,result_or_diagnostic,1
benchmarks/output/shared_eager_comparison/shared/five_station_circle_cw_half_skip_wait_v0/ean_passenger_service_journey_time_movement_plan.json,336310,support_or_manifest,0
benchmarks/output/shared_eager_comparison/shared/five_station_circle_cw_half_skip_wait_v0/ean_passenger_service_journey_time_physical_replay.json,661911,support_or_manifest,0
benchmarks/output/shared_eager_comparison/shared/five_station_circle_cw_half_skip_wait_v0/scenario.json,23895,support_or_manifest,0
benchmarks/output/shared_eager_comparison/shared/manifest.json,3612,support_or_manifest,0
benchmarks/output/smoke/balanced_start_smoke_k20_as/result.json,36951,result_or_diagnostic,1
benchmarks/output/smoke/balanced_start_smoke_k20_ss/result.json,1803,result_or_diagnostic,1
benchmarks/output/smoke/balanced_start_smoke_k39_as/result.json,458,result_or_diagnostic,1
benchmarks/output/smoke_fixed_k_model_bakeoff/smoke_fixed_k_model_bakeoff/campaign.json,62112,result_or_diagnostic,1
benchmarks/output/smoke_fixed_k_model_bakeoff/smoke_fixed_k_model_bakeoff_numeric/campaign.json,69847,result_or_diagnostic,1
benchmarks/output/smoke_fixed_k_model_bakeoff/smoke_fixed_k_model_bakeoff_numeric/ddd_arc_flow_labeled/k2/bakeoff_result.json,7459,result_or_diagnostic,1
benchmarks/output/smoke_fixed_k_model_bakeoff/smoke_fixed_k_model_bakeoff_numeric/ddd_arc_flow_labeled/k2/result.json,6676,result_or_diagnostic,1
benchmarks/output/smoke_fixed_k_model_bakeoff/smoke_fixed_k_model_bakeoff_numeric/ean_pairwise_shared/k2/result.json,8557,result_or_diagnostic,1
benchmarks/output/smoke_fixed_k_model_bakeoff/smoke_fixed_k_model_bakeoff_numeric/summary.json,18641,result_or_diagnostic,2
benchmarks/output/smoke_fixed_k_model_bakeoff/smoke_fixed_k_model_bakeoff_tight/campaign.json,62821,result_or_diagnostic,1
